Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Character/Suwako_Text_Battle_Start_0,Text,,,"Ah, do you want to play with it? ""Doomsday"".",,啊，要不要玩玩看呢。“世界末日”。,
Character/Suwako_Text_Battle_Start_1,Text,,,"""Festivals"" are also a time for ""Singing and Dancing to Worship the Gods"", which means it's a time when gods play with humans!",,「祭典」别名是「歌舞奉神」，也就是神和人类一起玩！,
Character/Suwako_Text_Field_Idle_0,Text,,,"Us Japanese gods accept all who come. There's already eight million, what's one more?",,我们日本的神明可是来者不拒？都八百万了，还有什么好拒的。,
Character/Suwako_Text_MasterTarget,Text,,,"It's okay. As long as there are people who remember me, I will never disappear. Leave it to me.",,没事的啦。只要还有人记得我，我就永远不会消失。交给我吧。,
Character/Suwako_Text_PharosLeader_0,Text,,,Huh? Do you really think you alone can control a god?,,哎呀，你真的以为就凭你可以控制神明？,
Character/Suwako_Text_PharosLeader_1,Text,,,"Ah, is that all? How boring.",,啊，这就结束了？太无聊了。,
Character/Suwako_Text_PharosLeader_2,Text,,,"It might be nice to play with you, every once in a while.",,偶尔陪你们玩玩也不错呢。,
Character/Suwako_Text_Witch_0,Text,,,How dare you impose such an unclean curse on a god! The nerve!,,居然敢对神明施加这种不洁的诅咒。胆子真大。,
Character/Suwako_Text_Witch_1,Text,,,"Even gods can be overwhelmed, you know!",,就算是神明，也是会吃不消的哟？,
Character/Suwako_name,Text,,,Moriya Suwako,,洩矢诹访子,
Character_Skin/SuwakoEclips_SkinDesc,Text,,,"At first glance, she looks like a cute girl, and her innocent smile makes people feel at ease.
But if you look carefully, you might notice something strange hidden beneath her smile.
It's simply an imitation of human behavior.
A ""God"" does not understand what laughter is or what it means to be human.
Be in awe.",,"乍看之下是可爱的女孩子，天真无邪的笑容让人感到亲切。
但仔细盯着的话就会察觉笑容下隐藏的异质感。
那只是模仿人类的行为。
「神」不懂何为欢笑。
「神」不懂何为人类。
敬畏吧。",
Character_Skin/SuwakoEclips_SkinName,Text,,,"Pinnacle of Native Gods
",,土著神的顶点,
Skill/S_FSL_Common_Description,Text,,,"When targeting an enemy, deals &a(40%) damage. When targeting an ally, restore &b(65%) health.

<b><color=green>Combo 2</color></b> - Grants Once.",,"指向敌人时，造成&a(40%)伤害。指向友军时，恢复&b(65%)体力。

<b><color=green>连击2</color></b> - 获得一次性。",
Skill/S_FSL_Common_Name,Text,,,Wind Spirit,,风灵,
Skill/S_Suwako_0_Description,Text,,,"<color=green>Combo 2</color> - Returns to the deck upon being played.
<color=#008B45>Cycle</color> - The damage of all [Divine Tool ""Moriya's Iron Ring""] during this battle is increased by &a(60%).",,"<color=green>连击2</color> - 释放后返回牌组。
<color=#008B45>旋回</color> - 本次战斗期间的所有[神具「洩矢的铁轮」]的伤害增加&a(60%)点。",
Skill/S_Suwako_0_Name,Text,,,Divine Tool "Moriya's Iron Ring",,神具「洩矢的铁轮」,
Skill/S_Suwako_1_Description,Text,,,"<color=green>Combo 4</color> - Guaranteed critical hit.
<color=#008B45>Cycle</color> - Will be cast on a random enemy then draw 1 skill.",,"<color=green>连击4</color> - 必定暴击。
<color=#008B45>旋回</color> - 对随机敌人释放后抽取1个技能。",
Skill/S_Suwako_1_Name,Text,,,Spring Sign "Suwa Clear Water",,源符「诹访清水」,
Skill/S_Suwako_2_Description,Text,,,"Create 2 [Southern Wind Spirits].

<color=#008B45>Cycle</color> - Create 2 [Wind Spirits].",,"生成2个[南风灵]。

<color=#008B45>旋回</color> - 生成2个[风灵]。",
Skill/S_Suwako_2_Name,Text,,,Spring Sign "Jade of the Horrid River",,源符「厌川的翡翠」,
Skill/S_Suwako_3_Description,Text,,,<color=#008B45>Cycle</color> - Exclude this skill and restore 2 mana.,,<color=#008B45>旋回</color> - 放逐这个技能，恢复2点法力值。,
Skill/S_Suwako_3_Name,Text,,,Native God "Mishaguji-sama",,土著神「御射军神大人」,
Skill/S_Suwako_4_Description,Text,,,<color=#008B45>Cycle</color> - Apply 2 stacks of [Raging Storm] to random enemies.,,<color=#008B45>旋回</color> - 对随机敌人施加2层[风雨已至]。,
Skill/S_Suwako_4_Name,Text,,,Native God "Red Frogs of Houei 4",,土著神「宝永四年的赤蛙」,
Skill/S_Suwako_5_Description,Text,,,"When played, return the bottom skill in your hand to the deck. After that, draw 1 skill.

<color=green>Combo 4</color> - The effect becomes ""When played, return the bottom skill in your hand to the deck. Then, select 1 skill from the deck to draw."".
<color=#008B45>Cycle</color> - Display the 3 skills at the bottom of the deck, choose 1 to add to your hand. The chosen skill gains swiftness and critical.",,"打出时，将手中最下方的1个技能放回牌库。那之后，抽取1个技能。

<color=green>连击4</color> - 效果变为“打出时，将手中最下方的1个技能放回牌库。那之后，从牌库中选择1个技能抽取。”。
<color=#008B45>旋回</color> - 展示牌堆最下方的3个技能，选择1个加入手中。使选择的技能获得迅速、致命。",
Skill/S_Suwako_5_Name,Text,,,Native God "Lord Long-Arm and Lord Long-Leg",,土著神「手长足长大人」,
Skill/S_Suwako_6_Description,Text,,,"Return the top skill in your hand to the top of the deck and draw 1 skill.

<color=green>Combo 4</color> - Create a 1 cost [Native God ""Moriya God""].",,"将手中最上方的技能放回牌库，抽取1个技能。

<color=green>连击4</color> - 生成1个1费的[土著神「洩矢神」]。",
Skill/S_Suwako_6_Name,Text,,,Native God "Moriya God",,土著神「洩矢神」,
Skill/S_Suwako_7_Description,Text,,,"Generate 1 [Wind Spirit] and 1 [Southern Wind Spirit].

<color=#008B45>Cycle</color> - Choose 1 skill in your hand to put back into the deck, and draw 1 skill.",,"生成1个[风灵]和1个[南风灵]。

<color=#008B45>旋回</color> - 选择手中1个技能放回牌库，抽取1个技能。",
Skill/S_Suwako_7_Name,Text,,,Native God "Seven Stones and Seven Trees",,土著神「七石七木」,
Skill/S_Suwako_8_Name,Text,,,Native God "Froggy Braves the Wind and Rain",,土著神「小小青蛙不输风雨」,
Skill/S_Suwako_9_Description,Text,,,<color=green>Combo 4</color> - Guaranteed critical hit.,,<color=green>连击4</color> - 必定暴击。,
Skill/S_Suwako_9_Name,Text,,,Scourge Sign "Mishaguji-sama",,祟符「御社宫司大人」,
Skill/S_Suwako_LucyD_Description,Text,,,Return the bottom skill in your hand to the deck and draw 3 skills.,,将手中最下面的技能放回牌库，抽取3个技能。,
Skill/S_Suwako_LucyD_Name,Text,,,"Party Start ""Two Bows, Two Claps, and One Bow""",,开宴「二拜二拍一拜」,
Skill/S_Suwako_P_Description,Text,,,<color=#008B45>Cycle</color> - Exclude this skill.,,<color=#008B45>旋回</color> - 放逐这个技能。,
Skill/S_Suwako_P_Name,Text,,,Southern Wind Spirit,,南风灵,
Skill/S_Suwako_Rare_1_Description,Text,,,"Returns all other skills to the deck. After that, each skill returned to the deck causes the selected skill to deal an additional (60%) damage.",,使所有其他技能返回牌库。那之后，每个返回牌库的技能使这个技能造成额外&a(60%)伤害。,
Skill/S_Suwako_Rare_1_Name,Text,,,Frog Hunt "The Snake Eats the Croaking Frog",,蛙狩「蛙以口鸣，方致蛇祸」,
Skill/S_Suwako_Rare_2_Description,Text,,,"If no enemy has [Raging Storm] when cast, a random enemy will gain 1 stack of [Raging Storm].",,释放时如果场上没有[风雨已至]，使随机敌人获得1层[风雨已至]。,
Skill/S_Suwako_Rare_2_Name,Text,,,Frog Nap "Can Always Hibernate",,蛙休「总是能够冬眠」,
Skill/S_Suwako_Rare_3_0_Description,Text,,,This skill is guaranteed to hit and ignores armor.,,这个技能必定命中，无视防御。,
Skill/S_Suwako_Rare_3_0_Name,Text,,,Scourge God "Mishaguchi-sama",,祟神「赤口大人」,
Skill/S_Suwako_Rare_3_1_Description,Text,,,"Repeat this skill's effect once, then draw a skill and grant this skill 1 stack of <color=#FF0000>Awakening</color>.",,重复释放1次，然后抽取1个技能，并使这个技能获得1层<color=#FF0000>苏醒</color>。,
Skill/S_Suwako_Rare_3_1_Name,Text,,,Repeat this skill's effect.,,重复释放,
Skill/S_Suwako_Rare_3_2_Description,Text,,,Discard this skill.,,丢弃这个技能。,
Skill/S_Suwako_Rare_3_2_Name,Text,,,Discard this skill.,,什么都不做,
Skill/S_Suwako_Rare_3_3_Name,Text,,,Frog Sign "Bloody Mound of Red Frogs",,蛙符「涂有鲜血的赤蛙塚」,
Skill/S_Suwako_Rare_3_Description,Text,,,"Return the target skill to the deck. Afterwards, place this skill back into your hand.

Choose one:
-Repeat this skill's effect once, then draw a skill and grant this skill 1 stack of <color=#FF0000>Awakening</color>.
-Discard this skill.

When this skill acquires 5 stacks of <color=#FF0000>Awakening</color>, exclude this skill, put 1 [Frog Sign ""Bloody Mound of Red Frogs""] into the discard pile, and create 1 [Scourge God ""Mishaguchi-sama""] in your hand.

Current stacks of <color=#FF0000>Awakening</color>: &a
&b",,"将目标技能放回牌库最下方。释放后，将这个技能拿回手中。

那之后，选择 - 重复释放1次，然后抽取1个技能，并使这个技能获得1层<color=#FF0000>苏醒</color>；或是丢弃这个技能。

当这个技能获得5层<color=#FF0000>苏醒</color>时，放逐这个技能，将1个[蛙符「涂有鲜血的赤蛙塚」]置入弃牌库，将1个[祟神「赤口大人」]加入手中。

当前<color=#FF0000>苏醒</color>层数：&a
&b",
Skill/S_Suwako_Rare_3_Name,Text,,,Frog Sign "Bloody Mound of Red Frogs",,蛙符「涂有鲜血的赤蛙塚」,
SkillExtended/SE_Suwako_Rare2_Des,Text,,,,,,
SkillExtended/SE_Suwako_Rare2_Name,Text,,,Deals &a(40%) extra damage or &b(65%) extra healing.,,造成&a(40%)额外伤害或&b(65%)额外治疗。,
SkillExtended/SkillExtend_Suwako_Name,Text,,,Suwako's base skill,,诹访子基类,
SkillKeyword/Keyword_Combo_Desc,Text,,,"When more than X skills are used this turn, trigger an additional effect.",,每个回合中使用过的技能大于X个时，可以触发额外效果。,
SkillKeyword/Keyword_Combo_Name,Text,,,<color=green>Combo</color></b>,,<color=green>连击</color></b>,
SkillKeyword/Keyword_Return_Desc,Text,,,Additional effects will be triggered when adding cards from your hand or discard pile.,,从手牌或弃牌库加入牌库时，会触发额外效果。,
SkillKeyword/Keyword_Return_Name,Text,,,<color=#008B45>Cycle</color>,,<color=#008B45>旋回</color>,
