Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Item_Consume/Item_KirisameMarisa_DangerTrigger_Description,Text,,,,,"使一个角色攻击力+3，防御力-15%。
对雾雨魔理沙使用时，使她在本次轮回中<color=#00BFFF>危险等级</color>上限+1。",
Item_Consume/Item_KirisameMarisa_DangerTrigger_name,Text,,,,,危险扳机,
Item_Equip/E_KirisameMarisa_0_Description,Text,,,,,攻击未暴击时，造成的伤害降低80%。,
Item_Equip/E_KirisameMarisa_0_name,Text,,,,,开拓星空的八卦炉,
Item_Equip/E_KirisameMarisa_1_Description,Text,,,,,战斗开始时，若放在第一格时，使速度+5；否则使速度-5。,
Item_Equip/E_KirisameMarisa_1_name,Text,,,,,普通的扫帚,
Item_Passive/R_KirisameMarisa_0_Description,Text,,,,,战斗开始时，使所有调查员第一次攻击必定暴击，且这次暴击伤害+100%。,
Item_Passive/R_KirisameMarisa_0_name,Text,,,,,黑白魔法使的帽子,
RandomEvent/RE_KirisameMarisa_0_Desc,Text,,,,,,
RandomEvent/RE_KirisameMarisa_0_Desc_3Stage,Text,,,,,你们在白色墓地遇到了森近霖之助。他在这里做什么？,
RandomEvent/RE_KirisameMarisa_0_EventDetails,Text,,,,,霖之助：“哦呀？这不是露西么。……我？有人委托我在这里寻宝来着……那个人的身份？是秘密哦。对了，我手里正好有些宝物，要来看看么？”,
RandomEvent/RE_KirisameMarisa_0_Name,Text,,,,,偶遇霖之助,
RandomEvent/RE_KirisameMarisa_0_OrderStrings_0,Text,,,,,霖之助继续他的委托去了……,
RandomEvent/RE_KirisameMarisa_0_UseButtonTooltip_0,Text,,,,,霖之助：“这东西我留着用不了，就免费送你吧。”,
RandomEvent/RE_KirisameMarisa_0_UseButtonTooltip_1,Text,,,,,霖之助：“这东西好像很契合魔理沙的样子……”,
RandomEvent/RE_KirisameMarisa_0_UseButton_0,Text,,,,,获得露西稀有技能书“总攻！”。,
RandomEvent/RE_KirisameMarisa_0_UseButton_1,Text,,,,,花费2000金币，购买“危险扳机”。,
Skill/S_KirisameMarisa_0_4_Description,Text,,,,,<color=#00BFFF>危险等级4</color> - 本回合内可重复释放 1 次。,
Skill/S_KirisameMarisa_0_4_Name,Text,,,,,星符「Polaris Unique」,
Skill/S_KirisameMarisa_0_Description,Text,,,,,本回合内可重复释放 1 次。,
Skill/S_KirisameMarisa_0_Name,Text,,,,,星符「Meteonic Shower」,
Skill/S_KirisameMarisa_1_3_Description,Text,,,,,"<color=#00BFFF>危险等级3</color> - 不再持有倒计时1。
如果本回合没有受到伤害，以暴击形式命中。",
Skill/S_KirisameMarisa_1_3_Name,Text,,,,,星符「Dragon Meteor」,
Skill/S_KirisameMarisa_1_Description,Text,,,,,如果本回合没有受到伤害，以暴击形式命中。,
Skill/S_KirisameMarisa_1_Name,Text,,,,,星符「Escape Velocity」,
Skill/S_KirisameMarisa_2_2_Description,Text,,,,,<color=#00BFFF>危险等级2</color> - 目标每有1点行动倒计时（最多计算7点），这个技能造成&a点额外伤害<color=#FF7A33>(攻击力的25%)</color>。,
Skill/S_KirisameMarisa_2_2_Name,Text,,,,,魔符「Illusion Star」,
Skill/S_KirisameMarisa_2_4_Description,Text,,,,,<color=#00BFFF>危险等级4</color> - 目标每有1点行动倒计时（最多计算9点），这个技能造成&a点额外伤害<color=#FF7A33>(攻击力的30%)</color>。,
Skill/S_KirisameMarisa_2_4_Name,Text,,,,,黑魔「Event Horizon」,
Skill/S_KirisameMarisa_2_Description,Text,,,,,目标每有1点行动倒计时（最多计算5点），这个技能造成&a点额外伤害<color=#FF7A33>(攻击力的20%)</color>。,
Skill/S_KirisameMarisa_2_Name,Text,,,,,魔符「Stardust Reverie」,
Skill/S_KirisameMarisa_3_2_Description,Text,,,,,"<color=#00BFFF>危险等级2</color> - 向随机敌人重复释放 2 次。
速度小于0时，每少1点向随机敌人再额外重复释放 1 次(最多2次)。",
Skill/S_KirisameMarisa_3_2_Name,Text,,,,,魔空「Asteroid Belt」,
Skill/S_KirisameMarisa_3_Description,Text,,,,,向随机敌人重复释放 2 次。,
Skill/S_KirisameMarisa_3_Name,Text,,,,,魔符「Milky Way」,
Skill/S_KirisameMarisa_4_3_Description,Text,,,,,<color=#00BFFF>危险等级3</color> - 击杀敌人时，以一半的伤害量重复释放 1 次。,
Skill/S_KirisameMarisa_4_3_Name,Text,,,,,恋风「Starlight Typhoon」,
Skill/S_KirisameMarisa_4_Name,Text,,,,,恋符「Non-Directional Laser」,
Skill/S_KirisameMarisa_5_1_Description,Text,,,,,"<color=#00BFFF>危险等级1</color> - 速度小于0时，每少1点使这个技能暴击率提升17%。
当此技能的暴击率超过17%时，技能伤害按照超出暴击率百分比增加。",
Skill/S_KirisameMarisa_5_1_Name,Text,,,,,恋符「Wide Master」,
Skill/S_KirisameMarisa_5_2_Description,Text,,,,,"<color=#00BFFF>危险等级2</color> - 速度小于0时，每少1点使这个技能暴击率提升20%。
当此技能的暴击率超过20%时，技能伤害按照超出暴击率百分比增加。",
Skill/S_KirisameMarisa_5_2_Name,Text,,,,,魔炮「Final Spark」,
Skill/S_KirisameMarisa_5_3_Description,Text,,,,,"<color=#00BFFF>危险等级3</color> - 速度小于0时，每少1点使这个技能暴击率提升22%。
当此技能的暴击率超过22%时，技能伤害按照超出暴击率百分比增加。",
Skill/S_KirisameMarisa_5_3_Name,Text,,,,,妖器「Dark Spark」,
Skill/S_KirisameMarisa_5_4_Description,Text,,,,,"<color=#00BFFF>危险等级4</color> - 速度小于0时，每少1点使这个技能暴击率提升25%。
当此技能的暴击率超过25%时，技能伤害按照超出暴击率百分比增加。",
Skill/S_KirisameMarisa_5_4_Name,Text,,,,,魔炮「Final Spark」,
Skill/S_KirisameMarisa_5_5_0_Description,Text,,,,,"<color=#00BFFF>危险等级5</color> - 速度小于0时，每少1点使这个技能暴击率提升50%。
当此技能的暴击率超过50%时，技能伤害按照超出暴击率百分比增加。",
Skill/S_KirisameMarisa_5_5_0_Name,Text,,,,,魔恋「最初也是最后的Master Sparrrrrrrrrrrrk！」,
Skill/S_KirisameMarisa_5_5_Description,Text,,,,,"<color=#00BFFF>危险等级5</color> - 速度小于0时，每少1点使这个技能暴击率提升50%。
当此技能的暴击率超过50%时，技能伤害按照超出暴击率百分比增加。
命中时以造成的伤害值追加 1 次倒计时1的攻击。",
Skill/S_KirisameMarisa_5_5_Name,Text,,,,,魔恋「最初也是最后的Master Sparrrrrrrrrrrrk！」,
Skill/S_KirisameMarisa_5_Description,Text,,,,,"速度小于0时，每少1点使这个技能暴击率提升15%。
当此技能的暴击率超过15%时，技能伤害按照超出暴击率百分比增加。",
Skill/S_KirisameMarisa_5_Name,Text,,,,,恋符「Master Spark」,
Skill/S_KirisameMarisa_6_0_Name,Text,,,,,星符「Gravity Beat」,
Skill/S_KirisameMarisa_6_2_Description,Text,,,,,<color=#00BFFF>危险等级2</color> - 如果目标处于嘲讽状态，解除嘲讽状态，并对所有非嘲讽状态的敌人发动追加攻击，造成&a伤害<color=#FF7A33>(攻击力的60%)</color>。,
Skill/S_KirisameMarisa_6_2_Name,Text,,,,,星符「Eccentric Asteroid」,
Skill/S_KirisameMarisa_6_Description,Text,,,,,如果目标处于嘲讽状态，解除嘲讽状态，并对其发动追加攻击，造成&a伤害<color=#FF7A33>(攻击力的60%)</color>。,
Skill/S_KirisameMarisa_6_Name,Text,,,,,星符「Gravity Beat」,
Skill/S_KirisameMarisa_7_4_Description,Text,,,,,"如果自身已经拥有[危险空间]，则解除[危险空间]，抽取1个技能并恢复1点法力值。

<color=#00BFFF>危险等级4</color> - 确认弃牌库中自己的技能，选择 1 个加入手中。",
Skill/S_KirisameMarisa_7_4_Name,Text,,,,,魔十字「Grand Cross」,
Skill/S_KirisameMarisa_7_Description,Text,,,,,如果自身已经拥有[危险空间]，则解除[危险空间]，抽取1个技能并恢复1点法力值。,
Skill/S_KirisameMarisa_7_Name,Text,,,,,魔开「Open Universe」,
Skill/S_KirisameMarisa_8_2_Description,Text,,,,,<color=#00BFFF>危险等级2</color> - 可以指向友军。,
Skill/S_KirisameMarisa_8_2_Name,Text,,,,,天仪「Orrery's Solar System」,
Skill/S_KirisameMarisa_8_4_Description,Text,,,,,"<color=#00BFFF>危险等级4</color> - 可以指向友军。
自身同时获得1层[危险改装]。",
Skill/S_KirisameMarisa_8_4_Name,Text,,,,,天仪「Orrery's Universe」,
Skill/S_KirisameMarisa_8_Description,Text,,,,,,
Skill/S_KirisameMarisa_8_Name,Text,,,,,仪符「Orrery's Sun」,
Skill/S_KirisameMarisa_9_3_Description,Text,,,,,"<color=#00BFFF>危险等级3</color> - 使一个友军获得“速度+2，速度大于0时，每多1点提供+10%暴击率，+10%暴击伤害，最多5点”的增益，持续3回合；

或使一个友军获得“速度-2，速度小于0时，每少1点提供+10%暴击率，+10%暴击伤害，最多5点”的增益，持续3回合。

额外使自身获得“本回合内体力值不会降低至1以下”的增益。",
Skill/S_KirisameMarisa_9_3_Name,Text,,,,,光击「Shoot the Moon」,
Skill/S_KirisameMarisa_9_A_Description,Text,,,,,,
Skill/S_KirisameMarisa_9_A_Name,Text,,,,,危险冲动,
Skill/S_KirisameMarisa_9_B_Name,Text,,,,,危险本能,
Skill/S_KirisameMarisa_9_C_Description,Text,,,,,,
Skill/S_KirisameMarisa_9_C_Name,Text,,,,,危险冲动,
Skill/S_KirisameMarisa_9_D_Description,Text,,,,,,
Skill/S_KirisameMarisa_9_D_Name,Text,,,,,危险本能,
Skill/S_KirisameMarisa_9_Description,Text,,,,,"选择 - 使一个友军获得“速度+2，速度大于0时，每多1点提供+10%暴击率，+10%暴击伤害，最多5点”的增益，持续3回合；

或使一个友军获得“速度-2，速度小于0时，每少1点提供+10%暴击率，+10%暴击伤害，最多5点”的增益，持续3回合。",
Skill/S_KirisameMarisa_9_Name,Text,,,,,光符「Earth Light Ray」,
Skill/S_KirisameMarisa_LucyD_Description,Text,,,,,"抽取1个技能。依据当前速度：
大于0：额外抽取1个技能，恢复1点法力值。
等于0：额外抽取1个技能。
小于0：恢复3点法力值。",
Skill/S_KirisameMarisa_LucyD_Name,Text,,,,,魔废「Deep Ecological Bomb」,
Skill/S_KirisameMarisa_Rare_10_Description,Text,,,,,"握在手中 1 回合后才可使用。
从手中释放技能时，根据其消耗的费用减少该技能的费用。
每减少1点费用，该技能造成的伤害减少一半。",
Skill/S_KirisameMarisa_Rare_10_Name,Text,,,,,魔炮「Final Master Spark」,
Skill/S_KirisameMarisa_Rare_11_Description,Text,,,,,"倒计时期间，自身处于无敌状态，但无法行动。
释放时，速度大于0时，每有1点速度，这个技能造成&a点额外伤害<color=#FF7A33>(攻击力的50%)</color>。",
Skill/S_KirisameMarisa_Rare_11_Name,Text,,,,,彗星「Blazing Star」,
Skill/S_KirisameMarisa_Rare_12_Description,Text,,,,,"抽取1个技能。
<i><color=#696969>似乎能和其他稀有符卡共鸣，引发出更加独特的力量……</color></i>",
Skill/S_KirisameMarisa_Rare_12_Name,Text,,,,,星符「Satellite Illusion」,
Skill/S_Satellite_Reimu_Description,Text,,,,,"<color=#FFD700>*「梦想天生」+星符「Satellite Illusion」*</color>
从所有启用中的、《东方project》系列角色的稀有技能中，随机生成1个，并为其选择持有者。
重复释放，直到手牌达到上限为止。

<i><color=#00BFFF>上啊灵梦！让他们见识一下我们的厉害！</color></i>
<i><color=#FF4500>啊啊！可不能在这里输了！</color></i>
<i><color=#00BFFF>为</color><color=#FF4500>了</color><b><color=#FFD700>辉光闪耀的幻想乡！</color></b></i>",
Skill/S_Satellite_Reimu_Name,Text,,,,,超时空「我们的幻想乡！」,
SkillExtended/SE_KirisameMarisa_7_Name,Text,,,,,无视防御，造成的伤害翻倍。,
SkillExtended/SE_KirisameMarisa_8_Des,Text,,,,,同时攻击所有敌人；且若目标只有一个，以暴击形式命中。,
SkillExtended/SE_KirisameMarisa_8_Name,Text,,,,,危险改装,
SkillExtended/SE_KirisameMarisa_C_0_EnforceString,Text,,,,,,
SkillExtended/SE_KirisameMarisa_C_0_Name,Text,,,,,释放时，雾雨魔理沙获得2层<color=#00BFFF>危险等级</color>。,
SkillExtended/SE_KirisameMarisa_C_1_EnforceString,Text,,,,,指向单体的治疗技能,
SkillExtended/SE_KirisameMarisa_C_1_Name,Text,,,,,费用+1，同时治疗所有队友。,
SkillExtended/SkillBase_KirisameMarisa_Name,Text,,,,,魔理沙基类,
