Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Ignis_Analyzed_Description,Text,,"공격자는 링크 스트라이크(이그니스)를 얻고 이 버프의 시전자가 죽지 않으면 &a를 회복합니다. 

다음 피해의 기본 피해는 &b만큼 증가합니다. (치유력 + 턴당 고통 데미지의 25% 기준)

피격 시 제거됩니다.","Attacker gains Link Strike (Ignis) and is healed for &a if the caster of this buff is not dead. 

The base damage of the next instance of damage is increased by &b. (Based on Healing Power + 25% of Pain Damage per turn)

Removed when hit.","攻撃者はリンク ストライク (イグニス) を獲得し、このバフの術者が死亡していない場合は &a 回復されます。 

次のダメージの基本ダメージは &b 増加します。 (治癒力 + ターンごとのペインダメージの 25% に基づく)

当たると外される。","如果此减益的施加者未处于无法战斗状态，则受到攻击时，攻击者获得[连携攻击(伊格尼斯)]并恢复&a点体力值。

受到下一次伤害的基础伤害值提高&b点(基于治疗力+每回合痛苦伤害的25%)。

受到攻击后解除。","如果該增益效果的施法者沒有死亡，攻擊者將獲得連結打擊（伊格尼斯）並獲得 &a 的治療效果。 

下一次傷害的基礎傷害增加&b。 (基於治療力+每回合疼痛傷害的25%)

被擊中時被移除。"
Buff/B_Ignis_Analyzed_Name,Text,,분석됨,Analyzed,分析済み,已解析,已分析
Buff/B_Ignis_Enhanced_Description,Text,,리브라로 항상 적을 공격할 수 있다.,Can always attack the enemy with Libra.,天秤座でいつでも敵を攻撃できる。,可以无视嘲讽攻击带有[解析]的敌人。,總能與天秤座一起攻擊敵人。
Buff/B_Ignis_Enhanced_Name,Text,,향상된,Enhanced,強化された,增幅,增強型
Buff/B_Ignis_LibraElementia_Description,Text,,,,,,
Buff/B_Ignis_LibraElementia_Name,Text,,원소 과부하,Elemental Overload,エレメンタルオーバーロード,元素过载,元素過載
Buff/B_Ignis_Libra_Description,Text,,"이그니스는 항상 이 적을 목표로 삼을 수 있습니다.

턴이 끝나면 제거됩니다.","Ignis can always target this enemy.

Removed at the end of the turn.","イグニスはいつでもこの敵をターゲットにできます。

ターン終了時に除去される。","伊格尼斯可以无视嘲讽攻击该目标。

回合结束时解除。","伊格尼斯總是可以瞄準這個敵人。

在回合結束時移除。"
Buff/B_Ignis_Libra_Name,Text,,천칭,Libra,天秤座,解析,天秤座
Buff/B_Ignis_QuickRecipehCostRed_Description,Text,,스킬 시전 후 삭제됩니다.,Removed after casting a skill.,スキル発動後に解除される。,施放技能后移除。,施放技能後移除。
Buff/B_Ignis_QuickRecipehCostRed_Name,Text,,핸드 비용 감소,Hand Cost Reduced,ハンドコストの削減,手中使用的技能费用降低,手工成本降低
Buff/B_Ignis_QuickRecipehGaugeProt_Name,Text,,힐링 게이지 보호,Healing Gauge Protected,回復ゲージ保護中,保护体力极限,治療量表受保護
Buff/B_Ignis_RelaxAndReflect_Name,Text,,휴식과 반성,Relax and Reflect,リラックスして反省する,休憩,放鬆並反思
Buff/B_Ignis_Sagefire_Description,Text,,"다음 피해의 기본 피해는 &a만큼 증가합니다. (치유력 + 턴당 고통 데미지 50% 기준)

피격 시 제거됩니다.","The base damage of the next instance of damage is increased by &a. (Based on Healing Power + 50% of Pain Damage per turn)

Removed when hit.","次のダメージの基本ダメージは &a 増加します。 (治癒力 + ターンごとの痛みダメージの 50% に基づく)

当たると外される。","受到下一次伤害的基础伤害值提高&a点(基于治疗力+每回合痛苦伤害的50%)。

受到攻击后解除。","下一次傷害的基礎傷害增加&a。 (基於治療力+每回合疼痛傷害的50%)

被擊中時被移除。"
Buff/B_Ignis_Sagefire_Name,Text,,세이지파이어,Sagefire,セージファイア,贤者之炎,鼠尾草火
Buff/B_Ignis_SecondCourse_Description,Text,,다음 턴이 시작될 때 왕에게 맞는 잔치을 한 번 발동하고 스택을 제거합니다.,Cast Feast Fit for a King once at the beginning of the next turn and remove a stack.,次のターンの開始時に 1 回、王にふさわしい饗宴 を唱え、スタックを 1 つ取り除きます。,下个回合开始时释放[盛宴]并解除1层。,在下一回合開始時施放一次適合國王的盛宴並移除堆疊。
Buff/B_Ignis_SecondCourse_Name,Text,,이등,Second Course,セカンドコース,下一道菜,第二道菜
Buff/B_Ignis_Spelldaggers_0_Description,Text,,,,,,
Buff/B_Ignis_Spelldaggers_0_Name,Text,,화염결속,Flamebound,フレイムバウンド,火炎束缚,火焰束縛
Buff/B_Ignis_Spelldaggers_1_Description,Text,,,,,,
Buff/B_Ignis_Spelldaggers_1_Name,Text,,아이스바운드,Icebound,アイスバウンド,冷气束缚,冰封
Buff/B_Ignis_Spelldaggers_2_Name,Text,,스톰바운드,Stormbound,ストームバウンド,风暴束缚,風暴之城
Buff/B_Ignis_UltTotalClarity_Description,Text,,스킬에 링크스트라이크 효과가 발동됩니다.,Link Strike effects on skills are activated.,スキルのリンクストライク効果が発動します。,可以触发技能的连携攻击效果。,技能的連擊效果被啟動。
Buff/B_Ignis_UltTotalClarity_Name,Text,,완전한 선명도,Total Clarity,完全な明瞭さ,追踪魔眼,完全清晰
Buff/B_Ignis_Ult_BlazingTactitian_Description,Text,,턴 시작 시 무작위 아군 한 명은 링크 스트라이크(이그니스)를 획득하고 적 전체는 리브라를 획득합니다.,"At the beginning of the turn, a random ally gains Link Strike (Ignis) and all enemies gain Libra.",ターン開始時、ランダムな味方がリンクストライク(イグニス)を獲得し、敵全員がリブラを獲得。,回合开始时，为随机一名友军施加[连携攻击(伊格尼斯)]，对所有敌人施加[解析]。,回合開始時，隨機一名盟友獲得連結打擊（伊格尼斯），所有敵人獲得天秤座。
Buff/B_Ignis_Ult_BlazingTactitian_Name,Text,,타오르는 전술가,Blazing Tactician,烈火の軍師,烈火的军师,熾熱戰術家
Buff/B_Ignis_WellFed_Description,Text,,,,,,
Buff/B_Ignis_WellFed_Name,Text,,잘 먹었어요,Well Fed,十分な栄養を与えられた,美餐一顿,吃飽了
Buff/B_Noctis_Armiger_Description,Text,,"2중첩당 고정 능력 비용이 1씩 감소합니다(최대 2개).

고정 능력 사용 시 스택을 3개 제거합니다.","Reduce cost of fixed ability by 1 for each 2 stacks (Max 2).

Remove 3 stacks when fixed ability is used.","2スタックごとに固定アビリティのコストを1減らす（最大2）。

固定アビリティ使用時はスタックを3つ取り除く。","每拥有2层，则固定能力的费用减少1点(最多减少2点)。

使用固定能力后解除3层。","每堆疊 2 層（最多 2 層），固定能力成本減少 1 點。

使用固定能力時移除 3 層。"
Buff/B_Noctis_Armiger_Name,Text,,아르미게르,Armiger,アーミガー,幻影剑,阿米格爾
Buff/B_Noctis_Blizzard_Description,Text,,"조치를 취할 수 없습니다.
피해를 입으면 제거됩니다.","Cannot take action.
Removed when damage is taken.","アクションを実行できません。
ダメージを受けると解除される。","无法行动。
受到伤害时解除。","無法採取行動。
受到傷害時移除。"
Buff/B_Noctis_Blizzard_Name,Text,,눈보라,Blizzard,ブリザード,结冰,暴風雪
Buff/B_Noctis_Fire_Name,Text,,불,Fire,火,火炎,火
Buff/B_Noctis_Thunder_Name,Text,,우뢰,Thunder,雷,闪雷,雷
Buff/B_Noctis_Ult_ArmigerUnleashed_Description,Text,,"턴 시작 시, 이 버프의 남은 스택에 따라 손에 있는 스킬을 생성합니다.

3중첩 시: 로얄 클리브를 만듭니다.
2중첩 시: 묵시록을 만듭니다.
1스택: 루시의 유산 만듭니다.","At the beginning of the turn, create a skill in hand based on the remaining stacks of this buff.

At 3 stacks: Create Royal Cleave.
At 2 stacks: Create Apocalypsis.
At 1 stack: Create Legacy of the Lucii.","ターンの開始時に、このバフの残りのスタックに基づいてスキルを手札に作成します。

3スタック時：ロイヤルクリーブを作成します。
2スタックで：アポカリプシスを作成します。
1 スタック時: ルシィの遺産 を作成します。","回合开始时，根据此增益的层数，在手中生成一张技能。

3层时：生成[真王斩击]。
2层时：生成[天启]。
1层时：生成[光耀传承]。","在回合開始時，根據此增益的剩餘層數建立手牌技能。

堆疊 3 層時：創造皇家順勢斬。
堆疊 2 層時：創造啟示錄。
堆疊 1 層時：創造路西的遺產。"
Buff/B_Noctis_Ult_ArmigerUnleashed_Name,Text,,왕조적 입장,Dynastic Stance,ダイナスティックスタンス,真王姿态,王朝立場
Buff/B_Noctis_Ult_Ascension_Description,Text,,"이제 아르미게르는 7개까지 중첩됩니다. 아르미게르당 공격력이 2% 증가합니다(최대 10%).

아미게르 감소량이 6 이하 고정능력 사용시 1 감소됩니다.

아르미게르 6일 때: 고정 능력이 2번 시전되고 아르미거가 5 감소합니다.

녹티스 이외의 캐릭터에서는 턴당 1개의 아르미게르도 얻습니다.","Armiger now stacks to 7. Gain 2% attack power per Armiger (max 10%).

Armiger decrease is reduced by 1 when using fixed ability below 6.

At 6 Armiger: Fixed ability is cast twice and reduce Armiger by 5.

On characters other than Noctis, also gain 1 Armiger per turn.","アーミガーは 7 にスタックされるようになりました。アーミガーごとに 2% の攻撃力を獲得します (最大 10%)。

6未満の固定アビリティを使用すると、アーミガーの減少が1減少します。

6 アーミガー: 固定アビリティが 2 回キャストされ、アーミガーが 5 減少します。

ノクティス以外のキャラクターでは、ターンごとに 1 アーミガーも獲得します。","[幻影剑]的最多可叠加层数增加至7层。每拥有1层[幻影剑]，攻击力+2%(最大10%)。

当[幻影剑]层数小于6时，使用固定能力消耗的[幻影剑]层数减少1。

拥有6层[幻影剑]：固定能力释放2次，随后减少5层[幻影剑]。

诺克提斯以外的角色也可每回合获得1层[幻影剑]。","阿米格爾現在可堆疊至 7 個。

當使用低於6的固定能力時，武裝力量減少減少1。

武裝員 6 時：固定技能施放兩次並減少武裝員 5 點。

諾克提斯以外的角色每回合也獲得 1 名武裝者。"
Buff/B_Noctis_Ult_Ascension_Name,Text,,크리스탈의 선택,Crystal's Chosen,クリスタルが選んだもの,水晶选中之人,水晶之選
Buff/B_Noctis_VantagePoint_Description,Text,,"아르미게르 하나당 공격력이 3% 증가합니다(최대 15%).
해당 캐릭터가 스킬을 사용한 후에는 제거됩니다.","Gain 3% Attack Power for each Armiger (max 15%).
Removed after this character uses a skill.","アーミガーごとに攻撃力が 3% 増加します (最大 15%)。
このキャラクターがスキルを使用した後は削除されます。","自身每拥有1层[幻影剑]增益，攻击力+3% (最大15%)。
使用技能后移除。","每個武裝者獲得 3% 的攻擊力（最多 15%）。
該角色使用技能後移除。"
Buff/B_Noctis_VantagePoint_Name,Text,,밴티지 포인트,Vantage Point,バンテージポイント,制高点,制高點
Buff/B_Prompto_AudaxBlade_Description,Text,,피해를 입은 후 제거되었습니다.,Removed after taking damage.,ダメージを受けると解除される。,受到伤害后解除。,受到傷害後移除。
Buff/B_Prompto_AudaxBlade_Name,Text,,과잉,Overkill,やりすぎ,过量伤害,矯枉過正
Buff/B_Prompto_Bazooka_Description,Text,,스킬 사용 후 스택을 제거합니다.,Remove a stack after using a skill.,スキル使用後にスタックを削除します。,行动后解除1层。,使用技能後移除堆疊。
Buff/B_Prompto_Bazooka_Name,Text,,구멍이 난무하다,Riddled With Holes,穴だらけ,千疮百孔,千瘡百孔
Buff/B_Prompto_Gravisphere_Description,Text,,,,,,
Buff/B_Prompto_Gravisphere_Name,Text,,노출된,Exposed,露出,暴露,裸露
Buff/B_Prompto_Piercer_Description,Text,,"턴 종료 후 적용되며, 적이 처음으로 피해를 입으면 제거됩니다.","After the end of the turn this is applied, removed the first time the enemy takes damage.",ターン終了後に適用され、敵が初めてダメージを受けると解除される。,这个效果被施加的回合结束后，在敌方首次受到伤害时移除。,回合結束後套用此效果，並在敵人第一次受到傷害時將其移除。
Buff/B_Prompto_Piercer_Name,Text,,천공,Perforated,穴あき,贯穿,穿孔
Buff/B_Prompto_Reload_Description,Text,,프롬프토가 스킬 6개 사용 후 마나를 2 얻습니다.,"After Prompto uses 6 skills, gain 2 mana.",プロンプトが 6 つのスキルを使用した後、2 マナを獲得します。,普隆普特每使用6个技能，就恢复2点法力值。,提示音使用 6 個技能後，獲得 2 點法力值。
Buff/B_Prompto_Reload_Name,Text,,새로고침,Reload,リロード,装填,重新載入
Buff/B_Prompto_Snapshot_Description,Text,,,,,,
Buff/B_Prompto_Snapshot_Name,Text,,포토제닉,Photogenic,フォトジェニック,上镜,上鏡
Buff/B_Prompto_Ult_FoundMyReason_Description,Text,,"링크 스트라이크(프롬프토) 지속 시간이 1턴 증가하고, 해당 스킬을 보유한 아군이 스킬을 사용해야만 해제됩니다.

링크 스트라이크 없이도 알레아 바주카와 오토 크로스보우를 사용할 수 있습니다.","Link Strike (Prompto) duration is increased by 1 turn and is removed only when a skill is used by the ally that has it.

Alea Bazooka and Auto Crossbow can be used without Link Strike.","リンクストライク（プロンプト）の持続時間は1ターン増加し、それを持っている味方がスキルを使用した場合にのみ削除されます。

アレア・バズーカとオートクロスボウはリンクストライクなしでも使用可能。","[连携攻击(普隆普特])的持续时间增加1回合，且仅在拥有该增益的友军使用技能时才会解除。

[无后坐力炮“投机者”]和[自动弩枪]在没有[连携攻击]时也可以释放。","連擊（瞬發）的持續時間增加 1 回合，並且僅當擁有該技能的盟友使用該技能時才會被移除。

阿莉亞火箭筒 和 自動弩 可以在沒有 連結打擊 的情況下使用。"
Buff/B_Prompto_Ult_FoundMyReason_Name,Text,,내 이유를 찾았습니다,Found My Reason,私の理由を見つけました,诀别过去,找到了我的理由
Character/FFXVGladiolus_CampSelectWord,Text,,우리 아미시티아 는 왕의 맹세한 방패입니다. 목숨을 걸고 왕을 지키십시오. 늘 그래왔습니다.,We Amicitia are the king's sworn shields. Guard the king with our lives—that's the way it's always been.,私たちアミシティアは王の宣誓された盾です。命がけで王を守る――それがいつものやり方だ。,亚米西提亚家族生而为王之盾，我会用我的生命守护王，此即天职。,我們阿米西提亞是國王宣誓的盾牌。用我們的生命守護國王——一直都是這樣。
Character/FFXVGladiolus_PassiveDes,Text,,"글라디올러스는 손에서 스킬을 사용할 때마다 용맹 중첩을 얻습니다.

글라디올러스가 파티에 있는 동안 아군이 사용하는 모든 스킬은 1개의 브레이크를 부여합니다. 

브레이크가 최대 스택에 도달하면 공격력이 25% 감소하고 방어력이 15% 감소하며 받는 피해와 치명타 확률이 15% 증가하는 약화 디버프인 시차가 발생합니다.

글라디올러스의 고정 능력은 그가 보유한 용기스택 수에 따라 달라지며, 고정 능력을 사용할 때 모든 용기를 제거합니다.

글라디올러스의 링크스트라이크는 방어구 관통력이 40% 증가하고, 스킬 사용 후 2턴 동안 다음 공격의 피해량이 40% 감소합니다.","Gladiolus gains a stack of Valor each time he plays a skill from hand.

While Gladiolus is in the party, all skills used by an ally will inflict 1 Break. 

When Break reaches max stacks, it will become Staggered, a weakening debuff that reduces attack power by 25%, armor by 15%, and increases damage taken and receiving critical chance by 15%.

Gladiolus's fixed ability changes depending on how many stacks of Valor he has and he removes all Valor when he uses his fixed ability.

Gladiolus' Link Strike grants 40% armor penetration, and 40% damage reduction for the next hit taken for 2 turns after using a skill.","グラジオラスは手札からスキルをプレイするたびに勇気のスタックを獲得します。

グラジオラスがパーティにいる間、味方が使用するすべてのスキルで1ブレイクします。 

壊すが最大スタックに達すると、千鳥状になり、攻撃力が 25%、装甲が 15% 減少し、受けるダメージとクリティカルを受ける確率が 15% 増加する弱体化デバフになります。

グラジオラスの固定能力は、彼が持っている武勇のスタック数に応じて変化し、固定能力を使用するとすべての武勇を削除します。

グラジオラスの リンクストライク は、スキル使用後 2 ターンの間、鎧貫通力 40% と次の攻撃のダメージ軽減 40% を与えます。","每当格拉迪欧拉斯从手中使用技能时，获得1层[粉碎值]。

格拉迪欧拉斯在队伍里时，友军使用的所有技能都会施加1层[破甲]。

当[破甲]达到上限时，目标会进入目标进入弱化减益[失衡]：攻击力-25%，防御力-15%，受到伤害量+15%，受到暴击率+15%。

格拉迪欧拉斯的[固定能力]效果会根据当前的[粉碎值]层数变化，使用固定能力后，清空所有[粉碎值]。

格拉迪欧拉斯的[连携攻击]会赋予40%防御穿透和下次受到的害量减少40%，持续2回合。","劍蘭每次使用手牌技能時都會獲得一層勇氣。

當劍蘭在隊伍中時，盟友所使用的所有技能都會造成 1 點破壞。 

當破壞達到最大層數時，它會變成交錯，這是一個削弱的減益效果，攻擊力降低25%，護甲降低15%，受到的傷害和暴擊率提高15%。

劍蘭的固定能力會根據他擁有的勇氣層數而變化，當他使用固定能力時，他會移除所有勇氣。

劍蘭的連擊使使用技能後 2 回合內的下一次攻擊獲得 40% 的護甲穿透和 40% 的傷害減免。"
Character/FFXVGladiolus_PassiveName,Text,,왕의 방패,Shield of the King,王の盾,皇家之盾,國王之盾
Character/FFXVGladiolus_SelectInfo,Text,,"왕의 방패의 역할은 막중한 책임과 명예이며, 글라디올러스는 이 역할을 진지하게 받아들입니다. 어릴 때부터 오로지 왕족의 수호자가 되기 위한 훈련을 받아왔다. 그러나 그는 자신이 보호해야 할 사람들이 보호받을 가치가 있는지 확인하고, 자신의 방법이 마음에 들지 않더라도 그들을 안전하게 지키는만큼 최선을 다해 밀어 붙이는 작업 마스터입니다.

글라디올러스 는 훈련의 일환으로 광야에서 많은 시간을 보냈으며 현장에서 발생할 수 있는 많은 문제를 해결하는 방법을 알고 있습니다. 그는 아군을 보호하기 위해 자신있게 앞장서고 상황에 맞게 전투를 조정합니다.

글라디올러스는 용기를 키워 자신과 파티를 보호하거나 적의 경비병을 무너뜨릴 수 있는 능력을 갖춘 탱크입니다. 또한 그의 고정 능력은 그의 용기에 따라 변경됩니다. 상대의 가드를 무너뜨리는 그의 능력은 동료들과도 공유됩니다.","The mantle of The Shield of the King is a great responsibility and honor, and Gladiolus takes this role seriously. From early childhood, he has been training solely to be the protector of royalty. However, he is a taskmaster who makes sure that the people he is assigned to protect are worthy of protection, and pushes them toward their best selves as much as he keeps them safe, even if they themselves do not like his methods.

Gladiolus, as part of his training, has spent much time in the wilderness and knows his way around many problems that can occur in the field. He confidently takes the lead to make sure that his allies can be protected, and adjusts his fighting to suit the situation.

Gladiolus is a tank whose abilities allow him to build Valor to either shield himself and the party, or break the enemy's guards. Additionally, his fixed ability changes depending on his Valor. His ability to break the opponent's guard is also shared with his allies.","王の盾のマントは大きな責任と名誉であり、グラジオラスはこの役割を真剣に受け止めています。幼い頃から王族の守護者となることだけを目指して訓練を受けてきた。しかし、彼は、たとえ彼ら自身が彼のやり方を好まなかったとしても、自分が守るよう任命された人々が守るに値する人物であることを確認し、彼らを守るのと同じくらい彼らを最高の自分に向けて押し上げるタスクマスターでもあります。

グラジオラスは訓練の一環として荒野で多くの時間を過ごしており、現場で発生する可能性のある多くの問題を回避する方法を知っています。彼は自信を持って味方を守るために先頭に立ち、状況に応じて戦いを調整します。

グラジオラスは戦車であり、その能力により、自分自身とパーティーを守るか、敵の防御を突破するための Valor を構築できます。さらに、彼の固定能力は彼の武勇に応じて変化します。相手のガードを破る彼の能力は味方にも共有されています。","身为「王之盾」的继承者，格拉迪欧拉斯视此身份为至高责任与荣誉。自幼年起，他便接受严苛训练，只为成为王族的守护者。然而，他不仅是一名护卫，更是一位严师——他会确保自己保护的对象值得被守护，并不断鞭策他们成为更好的自己，即使对方反感他的方式。

格拉迪欧拉斯曾在荒野中历经长期磨砺，深谙应对野外危机的技巧。战斗中，他常自信地担起领导职责，根据局势调整战术，确保队友安危。

格拉迪欧拉的职业是防御者，作为队伍中的防御核心，格拉迪欧拉斯可通过积累[粉碎值]强化自身或全队的护盾，或直接破除敌人的防御。","王者之盾的衣缽是一種巨大的責任和榮譽，格拉迪奧羅斯認真對待這個角色。從孩童時期起，他就一直接受專門的訓練，以成為皇室的保護者。然而，他是一個監工，他確保他被指派保護的人值得保護，並推動他們走向最好的自己，就像他保證他們的安全一樣，即使他們自己不喜歡他的方法。

作為訓練的一部分，劍蘭在荒野中度過了很多時間，並且知道解決野外可能發生的許多問題的方法。他自信地帶頭確保盟友得到保護，並根據情況調整戰鬥。

劍蘭是一輛坦克，其能力使他能夠建立勇氣來保護自己和隊伍，或打破敵人的守衛。此外，他的固定能力會根據他的勇氣而改變。他打破對手防守的能力也與他的盟友分享。"
Character/FFXVGladiolus_Text_Battle_AllyND_0,Text,,내 뒤에있어!,Stay behind me!,私の後ろにいてください！,退到我身后！,留在我身後！
Character/FFXVGladiolus_Text_Battle_AllyND_1,Text,,내가 거기 도착할 때까지 그냥 살아있어라.,Just stay alive 'til I get there.,私がそこに着くまで生きていてください。,撑住，我马上到。,只要活著，直到我到達那裡。
Character/FFXVGladiolus_Text_Battle_Cri_0,Text,,나 오늘 불타오르고 있어!,I'm on fire today!,今日は燃えています！,战意沸腾！,我今天火了！
Character/FFXVGladiolus_Text_Battle_Cri_1,Text,,가만히 있어!,Stay down!,下がってろ！,滚开！,趴下！
Character/FFXVGladiolus_Text_Battle_Healed_0,Text,,시간이 다 됐어요.,It's about time.,そろそろ時間だ。,开始反击了。,是時候了。
Character/FFXVGladiolus_Text_Battle_Healed_1,Text,,불편을 끼쳐드려 죄송합니다.,Sorry for the trouble.,ご迷惑をおかけして申し訳ございません。,失态了。,抱歉給您帶來麻煩了。
