Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Skill/S_szb_elena_7_Description,Text,,,"Add a 'Lorena's Holy Water' to your hand.
When you recover HP, if this is the 2nd recovery this turn, this skill gains 'When casting: Deal &a damage (130% of ATK) to a random enemy.'",,"将1个“萝蕾娜的圣水”加入手中。
当自己回复生命值时，如果该回复为自己本回合中的第2次，则会使这个技能获得“打出时，对随机敌人造成&a伤害(攻击力的130%)”。",
Skill/S_szb_elena_7_Name,Text,,,"Lorena, Iron-Willed Priest",,传教司祭·萝蕾娜,
Skill/S_szb_elena_8_0_Name,Text,,,Holyflame Tiger,,圣炎猛虎,
Skill/S_szb_elena_8_Name,Text,,,Holy Sanctuary,,洁净的领域,
Skill/S_szb_elena_9_Description,Text,,,"Heal all Investigators by &a (60% of Healing). Draw 1 skill.

Overload 4 - Additionally deal &b damage<color=#FF7A33>(60% of ATK)</color>, heal &c (60% of Healing), and draw 1 more skill.",,"恢复所有调查员&a体力(治疗力的60%)。抽取1个技能。

爆能强化4 - 造成额外&b伤害<color=#FF7A33>(攻击力的60%)</color>，额外治疗&c体力(治疗力的60%)，额外抽取1个技能。",
Skill/S_szb_elena_9_Name,Text,,,Benevolent Blight,,仁爱光芒,
Skill/S_szb_elena_Lucy_Description,Text,,,"When playing: Immediately restore 5 HP to all targets.
When casting: Draw 2 skills.",,"打出时立即恢复所有目标5点生命值。
释放时抽取2个技能。",
Skill/S_szb_elena_Lucy_Name,Text,,,Golden Bell,,黄金之钟,
Skill/S_szb_elena_R1_Name,Text,,,"Elluvia, Graceful Lady",,华丽淑女·耶伦华菈,
Skill/S_szb_elena_R2_Name,Text,,,Bellerophon,,贝勒罗芬,
Skill/S_szb_elena_R3_Description,Text,,,"At the start of battle, place this on top of your deck.",,战斗开始时，放在牌库的最上方。,
Skill/S_szb_elena_R3_Name,Text,,,"De La Fille, Gem Princess",,七宝石公主·索菲尔,
