Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Character/Feiyap_PassiveDes,Text,,,"If you have healing gauge protection, Heal 40% of all damage dealt.",,自身拥有保护体力极限时，攻击造成伤害的25%转化为对自身的治疗。,
Character/Feiyap_PassiveName,Text,,,Feiyap Style,,绯夜流,
Character/Feiyap_SelectInfo,Text,,,"Among the countless shattered fragments of worlds, she chose to become the 'Feiyap' who is an Ark Investigator.
Feiyap is a self-taught warrior wielding a Katana named 'Feisei Ichimonji'. The blade harbors deathly energy and magic, granting her the ability to manipulate azure flames—capable of burning enemies or materializing into another tachi for her use. To her, the Twisted Lands are merely another battlefield where she can sever heads.

Yet occasionally, within the countless shattered fragments of worlds, a glimpse reveals a 'Feiyap' who might have embraced 'Another Possibility'.",,"于万千碎裂的世界破片中，选择成为了方舟调查员的那一个“绯夜氏”。
绯夜氏是役使着一柄名为“绯生一文字”的太刀的我流武士。太刀上寄宿着的死气与魔力给予了她操纵苍蓝色火焰的能力，不仅能够灼伤敌人，还能够幻形成为另一柄太刀、供她驱使。对她而言，扭曲之地只不过是奔赴另一个砍下头颅的野原战场而已。

只是偶尔，于万千碎裂的世界破片中的一瞥，似乎得以窥见“另一种可能性”的“绯夜氏”。",
Character/Feiyap_Text_Battle_AllyND_0,Text,,,Don’t die before me.,,可别死在我之前。,
Character/Feiyap_Text_Battle_Cri_0,Text,,,Take this!,,接招！,
Character/Feiyap_Text_Battle_Cri_1,Text,,,An opening!,,有破绽！,
Character/Feiyap_Text_Battle_Cri_2,Text,,,Your head—I’ll take it!,,你的头颅、我收下了！,
Character/Feiyap_Text_Battle_Healed_0,Text,,,With utmost reverence...,,诚惶诚恐。,
Character/Feiyap_Text_Battle_Healed_1,Text,,,No need to bother for someone like me...,,不必为了我这种人……,
Character/Feiyap_Text_Battle_Idle_0,Text,,,Hm? What’s wrong? Why aren’t you cutting them down?,,嗯？怎么了？为什么还不去砍人？,
Character/Feiyap_Text_Battle_Idle_1,Text,,,"No need to overthink it. Just cut them down, then get hurt—that’s all.",,不需要想来想去的。去砍人、然后去受伤，就可以了。,
Character/Feiyap_Text_Battle_Kill_0,Text,,,Your blood—I’ll take it.,,你的血、我收下了。,
Character/Feiyap_Text_Battle_Kill_1,Text,,,To die by my blade is your honor.,,被我斩死，是你的荣耀。,
Character/Feiyap_Text_Battle_ND_0,Text,,,Will I... wither away...?,,我会……凋零吗……？,
Character/Feiyap_Text_Battle_ND_1,Text,,,Ahh... my time has finally come...,,啊啊、我终于也要……,
Character/Feiyap_Text_Battle_Start_0,Text,,,Greetings. I am Feiyap. Allow me to kill you.,,您好。在下绯夜氏。请让我杀了你吧。,
Character/Feiyap_Text_Battle_Start_1,Text,,,"Nameless and purposeless, the crimson word.",,无名亦无为，绯生之文字。,
Character/Feiyap_Text_Field_GetItem_0,Text,,,"Oho, though I don’t know its value, this must be something good, right?",,哦哦，虽然不清楚这东西的价值，不过应当是好东西吧？,
Character/Feiyap_Text_Field_Idle_0,Text,,,What’s wrong? Need a break? I’ll keep watch.,,怎么了，想休息一下吗？在下来放风吧。,
Character/Feiyap_Text_MasterTarget,Text,,,"For a warrior, dying on the battlefield is my greatest honor.",,身为武士，能够死在战场上，是在下莫大的荣耀。,
Character/Feiyap_Text_PharosLeader_0,Text,,,The battlefield... my nostalgic homeland...,,战场……令人怀念的故乡啊……,
Character/Feiyap_Text_PharosLeader_1,Text,,,How many... have I killed again...?,,我又……杀死了多少人……,
Character/Feiyap_Text_PharosLeader_2,Text,,,The enemy general’s head—I’ve taken it!,,敌将的头颅、已被我砍下——！,
Character/Feiyap_Text_Witch_0,Text,,,"Ahh, curses and such... nothing new.",,啊啊、诅咒什么的，常有的事。,
Character/Feiyap_Text_Witch_1,Text,,,My bones feel frozen. No matter—come at me.,,骨头仿佛也要冻上了。没关系，来吧。,
Character/Feiyap_name,Text,,,Feiyap,,绯夜氏,
Character_Skin/FeiyapCoffee_SkinDesc,Text,,,"Among the countless shattered fragments of worlds, she chose to become the 'Feiyap' who is an office worker.
An utterly ordinary girl, simply enjoying a leisurely afternoon, casting all work aside.",,"于万千碎裂的世界破片中，选择成为了白领的那一个“绯夜氏”。
平庸至极的少女，只是享受着惬意的午后时间，将工作什么的全部抛至脑后吧。",
Character_Skin/FeiyapCoffee_SkinName,Text,,,Afternoon Coffee,,午后咖啡,
Character_Skin/FeiyapMaster_SkinDesc,Text,,,"Among the countless shattered fragments of worlds, she chose to become the 'Feiyap' who is a Swordmaster.
Thousands of slashes completed in an instant, followed by an eternal, devouring strike of death.
Prepare to face the master’s wrath.",,"于万千碎裂的世界破片中，选择成为了剑道宗师的那一个“绯夜氏”。
数千次斩击于霎那间完成，接下来是吞噬了永恒的死亡一击。
准备迎接宗师之怒吧。",
Character_Skin/FeiyapMaster_SkinName,Text,,,Swordmaster’s Might,,宗师之威,
Item_Equip/E_Feiyap_0_Description,Text,,,,,,
Item_Equip/E_Feiyap_0_name,Text,,,Feisei Ichimonji,,绯生一文字,
Skill/S_Feiyap_0_Description,Text,,,"If you have healing gauge protection, deals additional &a damage (50% of ATK).",,若自身拥有保护体力极限，额外造成&a点伤害(攻击力的50%)。,
Skill/S_Feiyap_0_Name,Text,,,Feiyap Style - First Form,,绯夜流·一式,
Skill/S_Feiyap_1_Description,Text,,,"If you have healing gauge protection, deals 1 instance of Pain Damage equal to the target’s total DoT from debuffs.",,若自身拥有保护体力极限，对目标造成 1 次痛苦伤害，伤害量等于目标持有的减益的每回合伤害量。,
Skill/S_Feiyap_1_Name,Text,,,Hidden Feiyap Style - Reverse Scale Slash,,里绯夜流·逆鳞斩,
Skill/S_Feiyap_2_1_Description,Text,,,,,,
Skill/S_Feiyap_2_1_Name,Text,,,Unfinished Ichimonji - Blood,,未完成的一文字·血,
Skill/S_Feiyap_2_2_Name,Text,,,Unfinished Ichimonji - Blade,,未完成的一文字·刃,
Skill/S_Feiyap_2_Description,Text,,,"Choose - Gain 1 stack of 'Blood Like Flowing Blades';
Apply 1 stack of 'Burning Within' to the target.",,"选择 - 自身获得 1 层“血似刃流”；
对目标施加 1 层“体内灼烧”。",
Skill/S_Feiyap_2_Name,Text,,,Unfinished Ichimonji,,未完成的一文字,
Skill/S_Feiyap_3_Description,Text,,,Reveal all your skills in the deck and discard pile. Choose 1 to return to your hand.,,展示牌库和弃牌库中所有自己的技能。选择其中 1 个拿回手中。,
Skill/S_Feiyap_3_Name,Text,,,Unukalhai,,天市右垣七,
Skill/S_Feiyap_4_Description,Text,,,"For every 1 point of HP lost (green health), this skill deals 2 additional damage.
For every stack of DOT debuff on the target, this skill deals 10% additional damage.",,"自身每有 1 点体力损伤（绿血），这个技能额外造成 2 点伤害。
目标每有 1 层痛苦减益，这个技能额外造成10%伤害。",
Skill/S_Feiyap_4_Name,Text,,,Abyss of a Thousand Lanterns,,幽壑千灯,
Skill/S_Feiyap_5_Name,Text,,,Lone Swallow’s Glance,,孤燕之瞥,
Skill/S_Feiyap_6_Description,Text,,,"Apply random <color=yellow>skill upgrades</color> to all skills in your hand for this battle.
If you have healing gauge protection, apply random <color=yellow>skill upgrades</color> to all skills in deck for this battle.
Cannot upgrade skills that are already upgraded.",,"使所有手中的技能获得随机<color=yellow>强化</color>。
如果这个技能拥有任意<color=yellow>强化</color>，额外使所有牌库中的技能获得随机<color=yellow>强化</color>。",
Skill/S_Feiyap_6_Name,Text,,,Ascend to Divinity,,化身成神,
Skill/S_Feiyap_7_0_Name,Text,,,Illusory Moon,,镜花水月,
Skill/S_Feiyap_7_Description,Text,,,Removes all <sprite=1>DOT debuffs and <sprite=2>CC debuffs.,,解除所有<sprite=1>痛苦减益和<sprite=2>干扰减益。,
Skill/S_Feiyap_7_Name,Text,,,Clear Mind,,明镜止水,
Skill/S_Feiyap_8_Description,Text,,,"Removes all stacks of Overload from the target.
For each Overload removed, restores 1 mana.",,"移除目标所有过载。
每移除 1 层过载，恢复 1 点法力值。",
Skill/S_Feiyap_8_Name,Text,,,Short Rest,,短休,
Skill/S_Feiyap_LucyD_1_Description,Text,,,"Draw 2 skills. If the target has healing gauge protection, draw 1 additional skill.",,抽取2个技能。若目标拥有保护体力极限，额外抽取 1 个技能。,
Skill/S_Feiyap_LucyD_1_Name,Text,,,Encounter at the Afternoon Café,,于午后的咖啡厅偶遇,
Skill/S_Feiyap_LucyD_2_Description,Text,,,Draw 2 skills.,,抽取2个技能。,
Skill/S_Feiyap_LucyD_2_Name,Text,,,Night Watch by the Midnight Bonfire,,于午夜的篝火守夜,
Skill/S_Feiyap_Rare_1_Description,Text,,,"Move this skill to the top of the deck when a battle starts.

<i><color=#FF4500>[Loud metallic bang heard followed by splattering noise as something strikes the control panel once again.]</color></i>
<i><color=#FF4500>Five years, eleven months, twenty-one days.</color></i>",,"战斗开始时，放在牌库最上方。

<i><color=#FF4500>[响亮的金属撞击爆炸，随之而来的是噼啪噪音声]</color></i>
<i><color=#FF4500>五年，十一个月，二十一天。</color></i>",
Skill/S_Feiyap_Rare_1_Name,Text,,,Red Reality,,红现实,
Skill/S_Feiyap_Rare_2_0_Description,Text,,,"Deals 1 instance of Pain Damage equal to the total remaining damage of the removed debuffs.
Permanent DOT debuffs are counted as 6 turns.",,"对目标造成 1 次痛苦伤害，伤害量为被移除的所有痛苦减益剩余总伤害的值。
持续时间为永久的痛苦减益在计算时被视为6回合。",
Skill/S_Feiyap_Rare_2_0_Name,Text,,,Falling Star’s Descent,,星天陨辍,
Skill/S_Feiyap_Rare_2_Description,Text,,,"If you have healing gauge protection, generates 'Falling Star’s Descent'.",,若自身拥有保护体力极限，生成“星天陨辍”。,
Skill/S_Feiyap_Rare_2_Name,Text,,,Silent Starfall,,无声星陨,
Skill/S_Feiyap_Rare_3_Name,Text,,,Crimson Sakura Prison Blossom,,秘奥义·绯樱狱华落,
SkillExtended/SE_Feiyap_C_0_Des,Text,,,,,,
SkillExtended/SE_Feiyap_C_0_EnforceString,Text,,,Healing Skill (Targets Ally),,指向队友的治疗技能,
SkillExtended/SE_Feiyap_C_0_Name,Text,,,Applies healing gauge protection for 2 turns.,,施加持续2回合的保护体力极限。,
SkillExtended/SE_Feiyap_C_1_EnforceString,Text,,,Attack Skill (Targets Enemy),,指向敌人的攻击技能,
SkillExtended/SE_Feiyap_C_1_Name,Text,,,"If the target has a DOT debuff, restores 1 mana.",,若目标持有痛苦减益，恢复 1 点法力值。,
