Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_BOSSLucy_Sword_Description,Text,,,"At the begin of the turn, apply 1 stack of [Sword Saint Lucy] to self.
At the begin of each turn, randomly mark a non-Lucy skill in hand permanently with a [Drift] debuff.
When releasing a skill with a [Drift] debuff, the skill owner’s overload +1, and ""The Fate Reverser"" Lucy cast Normal Attack with a countdown of 2.
When health drops below one-third of maxhp, recover to one-third and destroy all monsters except for self.
In the next turn, ""The Fate Reverser"" Lucy will definitely use the skill [Self-Duel] and becomes Invincible and gain [Gathering Wishes].",,"回合开始时，为自身施加1层剑圣露西。
每回合开始时，随机永久标记手牌中的一个非露西技能赋予空转减益。释放被赋予空转减益的技能时，技能拥有者的过载+1，反转命运者·露西以倒计时2使用技能普通攻击。
当自身的体力值降低至上限三分之一以下时恢复至三分之一，破坏所有除自己以外的怪物。下回合反转命运者·露西固定使用技能本我的对决，并为自身施加无敌与聚集的祈愿增益。",
Buff/B_BOSSLucy_Sword_Name,Text,,,Sword Saint Lucy,,剑圣露西,
Buff/B_BOSSLucy_action_Description,Text,,,"Health will not drop below two-thirds of maxhp.
When any of the following conditions are met, in the next turn, ""The Fate Reverser"" Lucy will definitely use the skill [Sword Retrieval] and becomes Invincible and gain [Sword Saint Lucy]. Then remove this buff.

1.At the end of the turn, there are no other monsters on the battlefield besides self.
2.Self health drops to two-thirds of the limit.
3.The next turn is the sixth turn.",,"自身的体力值不会降低至上限三分之二以下。
当满足以下任意条件时，下回合反转命运者·露西固定使用技能拾剑，并为自身施加无敌与剑圣露西增益。随后移除此增益。
1.回合结束时，战场上不存在自身外的其他怪物。
2.自身的体力值降低至上限三分之二。
3.下回合为第六回合。",
Buff/B_BOSSLucy_action_Name,Text,,,Reverse Lucy,,反转露西,
Buff/B_BOSSLucy_mana_Description,Text,,,"Whenever an enemy consumes mana, gains equal stacks of action points; whenever an enemy recovers mana, loses equal stacks of action points.",,每当敌人消耗法力值时，自身获得相等层数的行动点；每当敌人恢复法力值时，自身失去相等层数的行动点。,
Buff/B_BOSSLucy_mana_Name,Text,,,Anti-energy,,反能量,
Buff/B_Cylu_0_Description,Text,,,"Whenever a skill is exchanged, all action countdowns +1.
When Standby, all action countdowns additionally -1.
When taking damage, take additional damage equal to the next action's countdown of &a (maximum 5).",,"每当有技能被交换时，所有行动倒计时+1。
按下等待键时，所有行动倒计时额外-1。
受到伤害时，额外受到相当于下一次行动的行动倒计时的&a点伤害（最高不超过5点）。",
Buff/B_Cylu_0_Name,Text,,,Delayed Reaction,,差时症,
Buff/B_Cylu_1_Description,Text,,,"At the end of turn, add attacks &a times to a random enemy based on the stacks number of [Borrowing], each dealing &b [50% ATK] damage.",,按下结束回合键时，根据自身预借层数对随机敌人追加攻击&a次，每次造成&b [50%攻击力] 点伤害。,
Buff/B_Cylu_1_Name,Text,,,Swift and Agile,,迅捷灵动,
Buff/B_Cylu_4_Description,Text,,,"Whenever Cylu receives [Borrowing] debuff, take &a [20% ATK] pain damage.",,每当西露获得预借减益时，受到&a [20%攻击力] 点痛苦伤害。,
Buff/B_Cylu_4_Name,Text,,,Turnaround Victory,,反败为胜,
Buff/B_Cylu_5_Description,Text,,,"When attacked by an enemy, create [So I Broke Your Spirit] in hand, then remove this buff.",,受到敌人攻击时，在手中生成1张技能断汝魂灵，随后移除此增益。,
Buff/B_Cylu_5_Name,Text,,,So I Lost Myself,,舍吾幻身,
Buff/B_Cylu_7_Description,Text,,,"When using a skill, change the targeted enemy to a random enemy.",,释放技能时，指向敌人的目标改为随机敌人。,
Buff/B_Cylu_7_Name,Text,,,INVINCIBLE FIRE WHEEL,,无敌风火轮,
Buff/B_Cylu_EX_2_Description,Text,,,,,,
Buff/B_Cylu_EX_2_Name,Text,,,Armor Reduced,,防御力减少,
Buff/B_Cylu_R3_Description,Text,,,"Whenever you play a skill owned by Cylu or Lucy, deal &a [40% ATK] damage to a random enemy (considered an additional attack) and draw 1 skill.",,每当使用拥有者为西露或露西的技能时，对随机敌人造成&a [40%攻击力] 点伤害（视为追加攻击），并抽取1个技能。,
Buff/B_Cylu_R3_Name,Text,,,Chasing Kite,,追风筝,
Buff/B_Cylu_R4_Description,Text,,,"Cannot take action.
When this debuff is removed, restore all Health Gauge.",,"无法行动。
该减益被移除时，恢复自身所有体力极限。",
Buff/B_Cylu_R4_Name,Text,,,Breathing Method,,呼吸法,
Buff/B_Cylu_draw2_Description,Text,,,"When attacked, draw 1 skill; all action countdowns +1. Maximum trigger 10 times. (Now triggered &b times)
At the end of turn, take pain damage equal to the next action's countdown of &a.",,"被攻击时，抽取1个技能，所有行动倒计时+1。最多触发10次。（已触发&b次）
按下结束回合键时，受到相当于下一次行动倒计时的痛苦伤害&a点。",
Buff/B_Cylu_draw2_Name,Text,,,Vague,,渺茫,
Buff/B_Cylu_lend_Description,Text,,,"At the begin of the turn, mana reduces by &a.",,回合开始时，法力值减少&a点。,
Buff/B_Cylu_lend_Name,Text,,,Borrowing,,预借,
Buff/B_SomBaseball_R1_Description,Text,,,"Whenever skills are drawn through exchange, randomly gain one of the following buffs:
10 Shields; Angel's Blessing; Absolute Defense; Pain & Weaken success rate increased; Transit Pain.",,"每当通过交换能力抽取技能时，随机获得以下增益中的一个：
10保护罩；天使的祝福；绝对防御；痛苦、弱化成功率增加；痛苦转换。",
Buff/B_SomBaseball_R1_Name,Text,,,Judgment Wing,,制裁之翼,
Buff/B_SomBaseball_R2_Description,Text,,,"At the start of each turn, bring an 'Angel's Hunting' skill to hand.",,每回合开始时生成一个天使的狂猎。,
Buff/B_SomBaseball_R2_Name,Text,,,Storm Angel,,风暴天使,
Buff/B_SomBaseball_guard_Description,Text,,,,,,
Buff/B_SomBaseball_guard_Name,Text,,,Barrier,,保护罩,
Buff/B_SomClock_Dead_Description,Text,,,"When dies, summon a Enchanted Lock to the battlefield.",,自身死亡时，召唤魔力锁到战场上。,
Buff/B_SomClock_Dead_Name,Text,,,Relic Resonance,,遗物共鸣,
Buff/B_SomClock_Description,Text,,,"When Standby, all allies' overload +3.",,按下等待键时，所有队员的过载+3。,
Buff/B_SomClock_Name,Text,,,Flow,,流转,
Buff/B_SomFogstick_Description,Text,,,"At the end of the turn, if mana equals 0 and Black Fog turn is greater than the current turn, reduce Black Fog turn by 2.",,回合结束时，若法力值等于0且黑色迷雾回合大于当前回合，则黑色迷雾减少2回合。,
Buff/B_SomFogstick_Name,Text,,,Fog Totem,,图腾,
Buff/B_SomHuz_R1_Description,Text,,,"When you take <color=purple>Pain damage</color>, convert half of that damage into a party barrier instead of taking damage.",,受到痛苦伤害时，不会受到伤害，而是将该伤害的一半转换为防护墙。,
Buff/B_SomHuz_R1_Name,Text,,,Enjoy Pain,,享受痛苦,
Buff/B_SomJohn_R1_Description,Text,,,"Your fixed ability gains 'Innate'.
Fixed ability is refreshed every time you play a skill from hand that costs 1 or more.",,使固定能力附带基本功，每当从手中释放1费或以上的技能时，将固定技能重新变为可用状态。,
Buff/B_SomJohn_R1_Name,Text,,,egariM,,楼蜃市海,
Buff/B_SomLeilin_R1_Description,Text,,,"Whenever using 6 skills, apply 1 stack of unresistable stun for 1 turn to all enemies.
(Released skills: &a)",,"每当主动释放6个技能时，为所有敌人施加1层无法抵抗的眩晕1回合。
（已释放技能：&a个）",
Buff/B_SomLeilin_R1_Name,Text,,,Achilles' Tortoise,,阿基里斯龟,
Buff/B_SomLeilin_R2_Description,Text,,,"When attacked, reduce by 2 stacks.",,受到攻击时，减少2层。,
Buff/B_SomLeilin_R2_Name,Text,,,Semi-Circle Guardian Ball,,半圆守护球,
Buff/B_SomLeilin_dizzy_Description,Text,,,Cannot take action.,,无法行动。,
Buff/B_SomLeilin_dizzy_Name,Text,,,Stun,,眩晕,
Buff/B_SomLian_R1_Description,Text,,,"When taking damage greater than 4, reduce damage by 4.",,受到大于4点的伤害时，伤害减少4点。,
Buff/B_SomLian_R1_Name,Text,,,edacirraB,,障路,
Buff/B_SomLock_Dead_Description,Text,,,"When dies, summon a Moon Shard to the battlefield.",,自身死亡时，召唤月亮碎片到战场上。,
Buff/B_SomLock_Dead_Name,Text,,,Relic Resonance,,遗物共鸣,
Buff/B_SomLock_Description,Text,,,"When drawing and creating skills, if the skill cost is greater than 2, the skill cannot be used.",,抽取与生成技能时，若技能费用大于2点，则该技能无法使用。,
Buff/B_SomLock_Name,Text,,,Heart Lock,,心锁,
Buff/B_SomMoonP_Dead_Description,Text,,,"When dies, summon a Dark Magician's Skull to the battlefield.",,自身死亡时，召唤黑魔法师的骷髅到战场上。,
Buff/B_SomMoonP_Dead_Name,Text,,,Relic Resonance,,遗物共鸣,
Buff/B_SomMoonP_Description,Text,,,"Apply a debuff to all skills in hand that reduces healing by 3.
When both Moon Shard and Sun Shard are on the battlefield, all skills in hand have healing reduced by 6.",,"赋予手中所有技能恢复量减少3点的减益。
当月亮碎片和太阳碎片都在战场上时，手中所有技能的恢复量减少6点。",
Buff/B_SomMoonP_Name,Text,,,Moon,,月亮,
Buff/B_SomMoon_R1_Description,Text,,,Allies are healed by 5 whenever every buff is removed.,,当友军的任意增益被解除时，恢复目标5点体力值。,
Buff/B_SomMoon_R1_Name,Text,,,eraM ranuL,,海月,
Buff/B_SomShield_Dead_Description,Text,,,"When dies, summon a Dark Magician's Skull to the battlefield.",,自身死亡时，召唤无尽的灵魂到战场上。,
Buff/B_SomShield_Dead_Name,Text,,,Relic Resonance,,遗物共鸣,
Buff/B_SomShield_Description,Text,,,,,,
Buff/B_SomShield_Name,Text,,,Shield,,盾牌,
Buff/B_SomSizz_R2_Description,Text,,,"Cannot take action.
At the begin of the turn, automatically cast all skills in hand of that ally.",,"无法行动。
回合开始时，自动释放手中该队员的所有技能。",
Buff/B_SomSizz_R2_Name,Text,,,Automaton,,自动人偶,
Buff/B_SomSkull_Description,Text,,,"At the end of the turn, if the number of skills in hand is greater than 3 and Black Fog turn is greater than the current turn, reduce Black Fog turn by 2.",,回合结束时，若手中技能数大于3且黑色迷雾回合大于当前回合，则黑色迷雾减少2回合。,
Buff/B_SomSkull_Name,Text,,,Skull,,骷髅,
Buff/B_SomSoul_Dead_Description,Text,,,"When dies, summon a Dark Magician's Skull to the battlefield.",,自身死亡时，召唤太阳碎片到战场上。,
Buff/B_SomSoul_Dead_Name,Text,,,Relic Resonance,,遗物共鸣,
Buff/B_SomSoul_Description,Text,,,"Whenever taking damage, immediately lose 1 mana.",,每当受到伤害时，立即失去1点法力值。,
Buff/B_SomSoul_Name,Text,,,Endless,,无尽,
Buff/B_SomSunP_Dead_Description,Text,,,"When dies, summon a Dark Magician's Skull to the battlefield.",,自身死亡时，召唤迷雾图腾到战场上。,
Buff/B_SomSunP_Dead_Name,Text,,,Relic Resonance,,遗物共鸣,
Buff/B_SomSunP_Description,Text,,,"Apply a debuff to all skills in hand that reduces damage by 5.
When both Moon Shard and Sun Shard are on the battlefield, all skills in hand have damage reduced by 10.",,"赋予手中所有技能伤害量减少5点的减益。
当月亮碎片和太阳碎片都在战场上时，手中所有技能的伤害量减少10点。",
Buff/B_SomSunP_Name,Text,,,Sun,,太阳,
Buff/B_SomSun_R1_Description,Text,,,"When attacked, gain 1 stack of [Wrath].
At the begin of the turn, the stacks of [Wrath] decreases equals to the current turn.",,"受到攻击时，为自身施加1层怒焰。
回合开始时，怒焰层数减少相当于当前回合的层数。",
Buff/B_SomSun_R1_Name,Text,,,Wrath,,怒焰,
Character/Cylu_CampSelectWord,Text,,,...Choose me.,,…………选我。,
Character/Cylu_PassiveDes,Text,,,"Reverse Lucy stepping out from the reverse mirror.
Holds beliefs entirely different from the prophet girl but as gentle as her.

When Cylu's skill cost is greater than the remaining mana, she can still use skills from hand, at the cost of gaining [Borrowing] debuffs equal to the difference in cost and mana.
While [Borrowing] debuffs exist, at the begin of the turn, mana decreases according to the stacks of [Borrowing].
Cylu’s passive cannot be lost for any reason.",,"从反转之镜中走出的反转露西。
拥有与预言少女截然不同的信念与一莲托生的温柔。

当西露拥有的技能费用大于剩余法力值时，依然可以从手中释放技能，代价是自身获得相当于技能费用与法力值差值层数的预借减益。
预借减益持续期间，回合开始时，法力值相应预借层数减少。
西露的被动不会因任何原因失去。",
Character/Cylu_PassiveName,Text,,,Reverser Girl,,逆反少女,
Character/Cylu_SelectInfo,Text,,,"The other side of Lucy reflected in the reverse mirror, harboring complex feelings towards the real Lucy—hatred for the fear of losing the value of existence, and uncontrollable love.
To fulfill the king's ideals, decided to uphold self-will to assist the investigation team.

Cylu possesses terrifying suppression power that exceeds mana limits, continuously releasing skills. But if taken too far, it can easily restrict the performance of other investigators.",,"从反转之镜中映照的露西的另一面，对真正的露西怀揣着复杂的感情----害怕被夺走生存价值的仇恨，与无法抑制的爱意。为了实现王的理想，决定秉持自我的意志帮助调查团。

西露拥有超越法力值限制，不断释放技能的恐怖压制力。但如果太过头的话，很容易限制其他调查员的发挥。",
Character/Cylu_Text_Battle_AllyND_0,Text,,,Something is wrong.,,有情况……,
Character/Cylu_Text_Battle_AllyND_1,Text,,,I’ll buy time.,,我来争取时间。,
Character/Cylu_Text_Battle_AllyND_2,Text,,,"Keep an eye on the battlefield, Lucy.",,留意战局，露西。,
Character/Cylu_Text_Battle_Cri_0,Text,,,Reverse.,,逆转。,
Character/Cylu_Text_Battle_Cri_1,Text,,,Feels good.,,手感很好。,
Character/Cylu_Text_Battle_Cri_2,Text,,,Grasp the time difference just now…,,掌握住刚才的时差……,
Character/Cylu_Text_Battle_Healed_0,Text,,,Very comfortable.,,很舒服。,
Character/Cylu_Text_Battle_Healed_1,Text,,,Thank you.,,谢谢。,
Character/Cylu_Text_Battle_Healed_2,Text,,,There is trouble.,,麻烦了。,
Character/Cylu_Text_Battle_Idle_0,Text,,,...Hmm.,,…………嗯。,
Character/Cylu_Text_Battle_Idle_1,Text,,,...Come on.,,…………来吧。,
Character/Cylu_Text_Battle_Idle_2,Text,,,...Okay.,,…………好。,
Character/Cylu_Text_Battle_Kill_0,Text,,,"I, am very strong.",,我，很强哦。,
Character/Cylu_Text_Battle_Kill_1,Text,,,One.,,一匹。,
Character/Cylu_Text_Battle_Kill_2,Text,,,...Do you like strong fighters?,,……你喜欢打架厉害的人么？,
Character/Cylu_Text_Battle_ND_0,Text,,,Uh...,,呜……,
Character/Cylu_Text_Battle_ND_1,Text,,,Don't mind me.,,别管我。,
Character/Cylu_Text_Battle_ND_2,Text,,,I'm not that weak.,,我，才没有这么弱。,
Character/Cylu_Text_Battle_Start_0,Text,,,I don't see you as my kind.,,我并不把你们视为同类。,
Character/Cylu_Text_Battle_Start_1,Text,,,"For my father's ideals, I will adapt to this...",,为了父亲的理想，我会适应这种事……,
Character/Cylu_Text_Battle_Start_2,Text,,,The time has come.,,时机已至。,
Character/Cylu_Text_Character_0,Text,,,Don't rush; we have plenty of time.,,别急，我们拥有着很多时间。,
Character/Cylu_Text_Character_1,Text,,,Let's go straight ahead.,,笔直的向前吧。,
Character/Cylu_Text_Field_GetItem_0,Text,,,Rank doesn’t mean everything.,,品级并不意味着一切。,
Character/Cylu_Text_Field_GetItem_1,Text,,,I always find some equipment rank is strange...,,总觉得有些装备的品级设定很奇怪……,
Character/Cylu_Text_Field_GetItem_2,Text,,,"Lucy, what kind of rings do you like?",,露西，你喜欢什么种类的戒指？,
Character/Cylu_Text_Field_Idle_0,Text,,,Your companions are really similar to mine... Or opposite?,,你的同伴与我的同伴真的很相似呢……不，该说是反过来吗？,
Character/Cylu_Text_Field_Idle_1,Text,,,"If possible, I hope you can see me as an independent individual. That way, I can...",,可以的话，希望你能把我看做一个独立的个体。这样的话，我就能……,
Character/Cylu_Text_Field_Idle_2,Text,,,"Do you know about Narcissus's curse? Don't know? You’re lying... Everything I know, you should know too.",,你知道纳喀索斯的诅咒吗？不知道？骗人……我知道的所有事，你也应该知道才对。,
Character/Cylu_Text_Field_Idle_3,Text,,,Please come a little closer; it's dangerous here.,,请再靠近我一点，这里很危险。,
Character/Cylu_Text_Field_Potion_P_0,Text,,,I feel much better.,,感觉好多了。,
Character/Cylu_Text_Field_Potion_P_1,Text,,,...Hmm~,,………………嗯~,
Character/Cylu_Text_Field_Potion_P_2,Text,,,"Breathe in, breathe out...",,吸呼吸呼……,
Character/Cylu_Text_PharosLeader_0,Text,,,I am ultimately an illusion that cannot coexist with heaven and earth!,,我，终究是天地不容的幻象！,
Character/Cylu_Text_PharosLeader_1,Text,,,...Don't torment me anymore.,,……不要再，折磨我了。,
Character/Cylu_Text_PharosLeader_2,Text,,,Another you is much stronger!,,另一个你可要厉害多了！,
Character/Cylu_Text_Witch_0,Text,,,"Curse me, curse yourself.",,诅咒我，诅咒你自己。,
Character/Cylu_Text_Witch_1,Text,,,"I understand your pain, so go ahead and make your move.",,我理解你的痛苦，所以，动手吧。,
Character/Cylu_UnlockString,Text,,,"Defeat the Sanctuary BOSS, ""The Fate Reverser"" Lucy by the special skill [Drop Your Weapon].",,以特殊技能放下武器击败圣域BOSS反转命运者·露西。,
Character/Cylu_name,Text,,,Cylu,,西露,
Enemy/BOSSLucy_Future_name,Text,,,future Lucy,,未来的露西,
Enemy/BOSSLucy_Past_name,Text,,,past Lucy,,过去的露西,
Enemy/BOSSLucy_name,Text,,,"""The Fate Reverser"" Lucy",,反转命运者·露西,
Enemy/SomClock_name,Text,,,Antique Pocket Watch,,古老的怀表,
Enemy/SomFogstick_name,Text,,,Fog Totem,,迷雾图腾,
Enemy/SomLock_name,Text,,,Enchanted Lock,,魔力锁,
Enemy/SomMoon_name,Text,,,Moon Shard,,月亮碎片,
Enemy/SomShield_name,Text,,,Ancient Shield,,远古盾牌,
Enemy/SomSkull_name,Text,,,Dark Magician's Skull,,黑魔法师的骷髅,
Enemy/SomSoul_name,Text,,,Endless Souls,,无尽的灵魂,
Enemy/SomSun_name,Text,,,Sun Shard,,太阳碎片,
Enemy/SummonHuz_name,Text,,,Reversal Investigator Huz,,反转调查员·卉子,
Enemy/SummonJohn_name,Text,,,Reversal Investigator John,,反转调查员·约翰,
Enemy/SummonLeilin_name,Text,,,Reversal Investigator Leryn,,反转调查员·蕾琳,
Enemy/SummonLian_name,Text,,,Reversal Investigator Lian,,反转调查员·莉安,
Enemy/SummonLyia_name,Text,,,Reversal Investigator Ilya,,反转调查员·伊利亚,
Enemy/SummonMomori_name,Text,,,Reversal Investigator Momori,,反转调查员·桃梨,
Enemy/SummonMoon_name,Text,,,Reversal Investigator Selina,,反转调查员·赛琳娜,
Enemy/SummonPrime_name,Text,,,Reversal Investigator Priest,,反转调查员·普瑞斯特,
Enemy/SummonSizz_name,Text,,,,,,
Enemy/SummonSteelheart_name,Text,,,Reversal Investigator Iron Heart,,反转调查员·钢铁之心,
Enemy/SummonSun_name,Text,,,Reversal Investigator Helia,,反转调查员·海拉,
Enemy/SummonTrisha_name,Text,,,Reversal Investigator Trisha,,反转调查员·特丽莎,
Item_Equip/Equip_22_Description,Text,,,,,,
Item_Equip/Equip_22_name,Text,,,Dark Sword +22,,暗剑+22,
Item_Equip/Equip_daffodil_Description,Text,,,"Whenever you play a skill with a cost of 1 or less from your hand, repeat it.

<color #00FFFF>This flower is for you. - Cylu</color></color>""",,"从手中释放费用小于等于1的技能时，重复释放。

<color #00FFFF>这朵花，献给你。-西露</color></color>",
Item_Equip/Equip_daffodil_name,Text,,,Narcissus,,水仙,
Item_Equip/Equip_despair_Description,Text,,,"At the end of odd-numbered rounds, take pain damage equal to your remaining health.
At the end of even-numbered rounds, lose all health gauge.
At the end of the tenth round, faint and can never be revived.

<color #FF0000>This life, I give back to you. - Cylu</color>""",,"单数回合结束时，受到与剩余体力值相等的痛苦伤害。
双数回合结束时，失去所有体力极限。
第十回合结束时，自身死亡且永远无法复活。

<color #FF0000>这条命，还给你。-西露</color>",
Item_Equip/Equip_despair_name,Text,,,Despair,,绝望,
Item_Passive/Brokenmirror_Description,Text,,,"At the end of the round, if the investigator has no health gauge, take 5 pain damage; if they have health gauge, recover 5 health over the limit; if the number of skills in hand is less than 5, draw up to 5 cards; if it's more than 5, discard all skills; if Cylu is among the ally, negative effects won't activate.",,回合结束时，若调查员没有体力极限，则受到5点痛苦伤害；若调查员拥有体力极限，则超额恢复5点体力；若手中技能数小于5张，则抽取至5张；若手中技能数大于5张，则丢弃所有技能；若队员中存在西露，则负面效果不会发动。,
Item_Passive/Brokenmirror_name,Text,,,Shard of the Reversal Mirror,,反转之镜的碎片,
RandomEvent/Event_BOSSLucy_EventDetails,Text,,,"""Don't... move forward anymore...""",,“不许……再往前了……”,
RandomEvent/Event_BOSSLucy_Name,Text,,,Reversal Mirror,,反转之镜,
RandomEvent/Event_BOSSLucy_UseButton_0,Text,,,Touch the mirror surface (begin battle),,触摸镜面（开始战斗）,
RandomEvent/Event_BOSSLucy_UseButton_1,Text,,,Stand by.,,保持观望,
SimpleCampDialogue/CampDial_Cylu_Azar_Dialogues_0,Text,,,,,[A]……哼。,
SimpleCampDialogue/CampDial_Cylu_Azar_Dialogues_1,Text,,,,,[B]毫不掩饰自己的敌意呢。安心吧，我对你也有没来由的厌恶感。,
SimpleCampDialogue/CampDial_Cylu_Azar_Dialogues_2,Text,,,,,[A]……同性相斥。,
SimpleCampDialogue/CampDial_Cylu_Azar_Dialogues_3,Text,,,,,[B]？,
SimpleCampDialogue/CampDial_Cylu_Blue_Dialogues_0,Text,,,,,[B]很像……就像我和海拉一样。,
SimpleCampDialogue/CampDial_Cylu_Blue_Dialogues_1,Text,,,,,[A]有些事还是不要太早察觉为好哦。,
SimpleCampDialogue/CampDial_Cylu_Charon_Dialogues_0,Text,,,,,[B]哇哦！黑暗版的露西！真酷！,
SimpleCampDialogue/CampDial_Cylu_Charon_Dialogues_1,Text,,,,,[A]谢谢，你也很酷。,
SimpleCampDialogue/CampDial_Cylu_Hein_Dialogues_0,Text,,,,,[B]小鬼变成两个了么？真麻烦啊。,
SimpleCampDialogue/CampDial_Cylu_Hein_Dialogues_1,Text,,,,,[A]……我不是很喜欢你。,
SimpleCampDialogue/CampDial_Cylu_Huz_Dialogues_0,Text,,,,,[B]抽打这么小的孩子实在有点……,
SimpleCampDialogue/CampDial_Cylu_Huz_Dialogues_1,Text,,,,,[A]没关系，我很能忍痛的。,
SimpleCampDialogue/CampDial_Cylu_Ilya_Dialogues_0,Text,,,,,[A]我不喜欢你。,
SimpleCampDialogue/CampDial_Cylu_Ilya_Dialogues_1,Text,,,,,[B]……被直球讨厌了啊，呜呜呜。,
SimpleCampDialogue/CampDial_Cylu_Iron_Dialogues_0,Text,,,,,[A]我认识的你是个性格更加有趣的人呢。,
SimpleCampDialogue/CampDial_Cylu_Iron_Dialogues_1,Text,,,,,[A]顺带一提还很宠老婆。啊，老婆指的是另一个雷琳小姐哦。,
SimpleCampDialogue/CampDial_Cylu_Iron_Dialogues_2,Text,,,,,[B]……不要再冲击我的精神了。,
SimpleCampDialogue/CampDial_Cylu_Joey_Dialogues_0,Text,,,,,[A]不必总是偷偷盯着我看。尽情满足你的好奇心就是了。,
SimpleCampDialogue/CampDial_Cylu_Joey_Dialogues_1,Text,,,,,[B]……哼，毕竟这种场面可不多见啊。,
SimpleCampDialogue/CampDial_Cylu_Johan_Dialogues_0,Text,,,,,[A]你的女朋友……她其实不在扭曲之地。,
