Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_RemiliaScarlet_4_0_Name,Text,,흡혈귀의 심장,Vampire's Heart,吸血鬼の心,吸血鬼之心,
Buff/B_RemiliaScarlet_4_Description,Text,,"공격받을 때 1스택을 잃고, 적에게 <sprite name=""RemiliaScarlet_blood""><color=#FF3030>크림슨 나이트</color> 1스택을 부여합니다.","Lose 1 stack when hit, and grant the enemy 1 stack of <sprite name=""RemiliaScarlet_blood""><color=#FF3030>Crimson Night</color>.",攻撃を受けたときストックを1消費して、攻撃者に<sprite name="RemiliaScarlet_blood"><color=#FF3030>緋色の夜</color>を1ストック与える。,受击时减少1层，赋予敌人1层<sprite name="RemiliaScarlet_blood"><color=#FF3030>绯夜</color>。,
Buff/B_RemiliaScarlet_4_Name,Text,,자장가,Lullaby,ララバイ,摇篮曲,
Buff/B_RemiliaScarlet_5_Description,Text,,,,,,
Buff/B_RemiliaScarlet_5_Name,Text,,클로 공격 준비...,Claw Strike Preparation,爪の一撃,爪击准备,
Buff/B_RemiliaScarlet_6_Description,Text,,"&target 이외의 대상을 공격할 수 없다.
공격 적중 시에도 해제되지 않는다.",Can only target &target.,&target以外を攻撃できない。,"无法攻击&target以外的目标。
击中时不解除。",
Buff/B_RemiliaScarlet_6_Name,Text,,장난꾸러기 레이디의 혼돈,Mischievous Lady's Chaos,バッドレディスクランブル,恶女置乱,
Buff/B_RemiliaScarlet_7_Description,Text,,공격력을 &a 포인트(1 + &user 최대 체력의 5%) 증가시킵니다.,Increases attack power by &a points (1 + 5% of &user's max HP).,攻撃力が&a(1+&userの最大体力の5%)増加する。,攻击力提升&a点(1 + &user最大体力值的5%)。,
Buff/B_RemiliaScarlet_7_Name,Text,,미친 피의 키스,Kiss of Vampire,ヴァンパイアキス,狂血之吻,
Buff/B_RemiliaScarlet_8_Description,Text,,"피해를 입힐 때, 그 중 50%를 <color=purple>고통 피해</color>로 전환합니다.
<color=purple>고통 피해</color>를 입힐 때, 추가로 &a 피해(&user 최대 체력의 25%)를 입힙니다.","When dealing damage, convert 50% of it into <color=purple>pain damage</color>.
When dealing <color=purple>pain damage</color>, deal an additional &a damage (25% of &user's max HP).","ダメージを与えたとき、そのダメージの50%<color=purple>苦痛ダメージ</color>に変換する。
<color=purple>苦痛ダメージ</color>を与えたとき、&a(&userの最大体力の25%)のダメージを追加で与える。","造成伤害时，将其中50%转化为<color=purple>痛苦伤害</color>。
造成<color=purple>痛苦伤害</color>时，额外造成&a伤害(&user最大体力值的25%)。",
Buff/B_RemiliaScarlet_8_Name,Text,,피의 감옥 왕관,Crown of the Blood,ブラッディーヘルクラウン,血狱王冠,
Buff/B_RemiliaScarlet_LucyD_Description,Text,,"25%의 흡혈 피해를 입히고, 피해를 입힐 때 마다 스킬 1개를 뽑는다. 최대 4회 발동 가능하다.","25% of damage dealt is converted into lifesteal;
draw 1 skill each time damage is dealt, up to 4 times.","ダメージを与えたとき、そのダメージの25%で自身を回復する。
ダメージを与えるたび、スキルを1枚引く。(最大4枚)",造成伤害25%吸血；每次造成伤害抽1个技能，最多触发4次。,
Buff/B_RemiliaScarlet_LucyD_Name,Text,,밀레니엄의 흡혈귀,「Millennium Vampire」,ミレニアムの吸血鬼,千年吸血鬼,
Buff/B_RemiliaScarlet_P_Description,Text,,"치명타 확률, 명중률, 회피율이 10% 증가합니다.","Increases critical rate, accuracy, and evasion rate by 10%.",クリティカル率、命中率、回避率が10%増加する。,增加10%暴击率、命中率、闪避率。,
Buff/B_RemiliaScarlet_P_Name,Text,,영원히 붉은 어린 달,Eternal Crimson Moon,永遠に紅い幼き月,永幼之赤月,
Buff/B_RemiliaScarlet_Rare10_Description,Text,,"공격 스킬을 사용할 때, 무작위 적에게 한 번 더 사용합니다.","When using an attack skill, repeat it once on a random enemy.",攻撃スキルを使用したとき、それをランダムな敵に1回繰り返し発動する。,释放攻击技能时，对随机敌人重复释放1次。,
Buff/B_RemiliaScarlet_Rare10_Name,Text,,스칼렛 판타지,Scarlet Fantasy,紅色の幻想,绯色幻想,
Character/RemiliaScarlet_CampSelectWord,Text,,즐거운 밤이 될 것 같네.,It looks like it will be a joyful night.,今宵は楽しい夜になりそうね。,看来会成为欢愉之夜呢。,
Character/RemiliaScarlet_PassiveDes,Text,,"<b>운명을 조작하는 능력</b> - 전투 시작 시, 모든 아군이 치명타율, 명중률, 회피율, 디버프 저항률을 추가로 10% 얻습니다.

<b>죽은 공주를 위한 칠중주</b> - 레밀리아의 업그레이드는 최대 체력을 증가시키지 않습니다. 대신, 적이 죽을 때 레밀리아가 영구 최대 체력 1을 얻습니다.
레벨이 오를 때마다 이 효과로 얻을 수 있는 최대 체력이 5포인트 증가합니다.
(이 패시브는 1레벨부터 적용된다.)","<b>Ability to Manipulate Fate</b> - At the start of battle, all allies gain an additional 10% critical rate, accuracy, evasion rate, and debuff resistance.

<b>Sevenfold Sonata for the Deceased Princess</b> - Remilia's upgrades do not increase her max HP. Instead, when an enemy dies, Remilia gains 1 permanent max HP.
For each level gained, the max HP that can be obtained through this effect increases by 5 points.

<color=#919191>- This passive is applied from level 1.</color>","<b>運命を操る程度の能力</b>：戦闘開始時、すべての味方のクリティカル率、命中率、回避率、デバフレジストが10%増加する。

<b>亡き王女の為のセプテット</b>：レミリアはレベルにより最大体力が増加しない。代わりに、敵が死亡したときに最大体力が1増加する。
このパッシブによる最大体力の増加の上限はレベルが1上昇するたびに、5増加する。","<b>操纵命运的能力</b> - 战斗开始时，所有队友获得额外10%暴击率、命中率、闪避率、减益抵抗率。

<b>献给已逝公主的七重奏</b> - 蕾米莉亚升级无法提升最大体力值。作为替代，敌人阵亡时，蕾米莉亚将获得1点永久最大体力值。
每提升1个等级，能以此效果获得的最大体力值就提升5点。",
Character/RemiliaScarlet_PassiveName,Text,,영원히 붉은 어린 달,Eternal Crimson Moon,永遠に紅い幼き月,永幼之赤月,
Character/RemiliaScarlet_SelectInfo,Text,,"강력한 자가 치유 능력을 가진 흡혈귀 캐릭터이다.
지속적으로 피해를 자신의 체력으로 전환한다.
또한 최대 체력을 증가시키는 능력도 있다.

<color=#FF0000>""이렇게 달이 붉으니, 반드시 죽여 주지.""</color>","Remilia is a protective character who uses offense as her defense.

Her initial defense is low, but she can continuously restore her health by applying unique pain debuffs and has the means to generate large amounts of overhealing for recovery.

Although she has no direct means of protecting her allies, her self-healing ability allows her to confidently leave healing resources to other teammates.

<color=#FF0000>""The Moon Is So Red, That I Will Kill You.""</color>","レミリアは防御よりも攻撃を重視するディフェンダーである。

初期防御力は低いが、固有の苦痛デバフを与えることで体力を継続的に回復する。また瞬時に大量のオーバーヒールを発生させる手段も持つ。

直接的に仲間を守る手段を持たないが、自己回復能力により、回復リソースを他の仲間に裂くことができる。

<color=#FF0000>こんなに月も紅いから本気で殺すわよ。</color>","蕾米莉亚是以进攻代替防守的保护型角色。

初始防御力较低，但是通过施加独特的痛苦减益能够让自己源源不断地恢复生命值，也拥有瞬间产生大量超额治疗来进行恢复的手段。

虽然没有直接保护队友的手段，但是因为其自愈能力，可以放心地将治疗资源交给其他队友。

<color=#FF0000>“在如此鲜红的月亮之下，
我真的会杀掉你哦。”</color>",
Character/RemiliaScarlet_Text_Battle_AllyND_0,Text,,"얼마나 약한지, 인간은 참 연약하다니까...",Humans are such fragile creatures...,人間とは脆い生き物なのね......。,真是脆弱啊，人类这种生物……,
Character/RemiliaScarlet_Text_Battle_Cri_0,Text,,아직 내 진짜 능력의 10%에 불과해.,"That was only 10% of my true power.
Just now.",今の私は本来の10％の力しかだせないわ。,"只是我的真本事的一成呢。
刚才的。",
Character/RemiliaScarlet_Text_Battle_Idle_0,Text,,"우~아, 아무도 나와 함께 시간을 보낼 수 없네 ......",Ugh~ No one's around to keep me entertained...,う～ん、誰も一緒に暇つぶしに来こないわね......。,呜～啊，没人能来跟我打发时间……,
Character/RemiliaScarlet_Text_Battle_Kill_0,Text,,아주 미묘한 움직임이야. 아주 재밌어 보여.,"Your movements are quite subtle, and they look very comical.",あなたの行動は愚かで、滑稽だわ。,你的行动很微妙啊，看上去非常的滑稽。,
Character/RemiliaScarlet_Text_Battle_Kill_1,Text,,너무 약해서 지루하네.,"Too weak, how boring.",弱過ぎて退屈だわ。,太弱了，真没意思。,
Character/RemiliaScarlet_Text_Battle_ND_0,Text,,피를 맛보자.,"Come, taste the blood.",血が飲みたいわね。,来品尝鲜血吧。,
Character/RemiliaScarlet_Text_Battle_Start_0,Text,,더운 여름밤이 될 것 같네.,It seems like it will be a scorching night.,今夜は楽しめそうね。,似乎会是酷暑之夜呢。,
Character/RemiliaScarlet_Text_Field_Idle_0,Text,,너무 지루해.,"How boring, let's find someone interesting to play with.",とても退屈ね、面白い事を見つけなさい。,好无聊呢，抓点有趣的家伙来吧。,
Character/RemiliaScarlet_Text_Field_Idle_1,Text,,밤이오고 사방에 안개가 꼈네...... 뭐? 내가 한 게 아니야.,Huh? Everywhere is covered in night and thick fog... What? It’s not my doing.,どこも夜で濃い霧がかかっているわね…これは私のせいじゃないわ。,诶诶、四处都是夜幕和浓雾……什么？可不是我干的哦。,
Character/RemiliaScarlet_Text_MasterTarget,Text,,잠깐 떠날 뿐이야. 나중에 다시 올게. 그럼....,"Just taking a short break. I’ll be back soon, so—",少しの間、消えるだけ。また後で会えるわ。,只是暂时离开而已。之后就会回来的哦。所以——,
Character/RemiliaScarlet_Text_PharosLeader_0,Text,,나한테는 효과가 없지만 갑자기 사람의 피가 마시고 싶어.,"Huh~ Although it doesn’t affect me, I suddenly feel like drinking some human blood.",ねえ、私には効かないのだけれど、急に人間の血が飲みたくなったわ。,欸欸、虽然对我没效，但是突然很想喝点人类的血呢。,
Character/RemiliaScarlet_Text_PharosLeader_1,Text,,지쳤어. 빨리 끝내자.,I'm almost bored. Let’s finish this quickly.,もう飽きたわ、終わりにしましょう。,差不多玩腻了。快点结束吧。,
Character/RemiliaScarlet_Text_PharosLeader_2,Text,,"얼마나 약한지, 인간은 참 연약하다니까...",Humans are such fragile creatures...,人間とは脆い生き物なのね......。,真是脆弱啊，人类这种生物……,
Character/RemiliaScarlet_Text_Witch_0,Text,,그런 수준 낮은 저주가 밤의 왕에게 영향을 줄 수 있을까?,Would such a low-level curse affect the Night King?,この程度の呪いが私に効くとでも？,这种低级的诅咒，对夜之王会有影响吗？,
Character/RemiliaScarlet_name,Text,,레밀리아 스칼렛,Remilia Scarlet,レミリア,蕾米莉亚,
Character_Skin/RemiliaScarletEclipse_SkinDesc,Text,,"<color=#FF3030>이렇게 붉은 달 아래에서,
정말로 너를 죽일지도 몰라.</color>","<color=#FF0000>Under such a crimson moon,
I might really kill you.</color>",<color=#FF0000>こんなに月も紅いから本気で殺すわよ。</color>,"<color=#FF0000>在如此鲜红的月亮之下，
我真的会杀掉你哦。</color>",
Character_Skin/RemiliaScarletEclipse_SkinName,Text,,이터널 크림슨 문,Eternal Crimson Moon,永遠に紅い幼き月,永幼之赤月,
Character_Skin/RemiliaScarletLord_SkinDesc,Text,,"안타깝지만, 내가 도착한 순간부터 너희는 승리할 가능성이 없어.
운명이 그렇게 말하고 있거든.","Unfortunately, from the moment I arrived, you had no chance of winning.
That’s what fate dictates.","ごめんなさいね。私が来てから、あなたは勝つ可能性が一度もなかった。
運命はそう言った。","很遗憾。自我到来起，你们就没有任何一丝胜算了。
命运即是如此诉说。",
Character_Skin/RemiliaScarletLord_SkinName,Text,,군주 레밀리아,Lord Remilia,領主·レミリア,领主·蕾米莉亚,
Character_Skin/RemiliaScarletSpring_SkinDesc,Text,,"좋은 저녁이야.
즐거운 밤 보내길 바래.
내가 왜 여기에 있는지 알아?","Good evening.
I hope you have a wonderful night.
Do you know why I’m here?","こんばんは。
あなたに素敵な夜を。
なぜ私がここにいるかわかる？","晚上好。
祝你度过一个美好的夜晚。
你知道我来这里的原因吗？",
Character_Skin/RemiliaScarletSpring_SkinName,Text,,새해를 축하하는 악마,Demon Celebrating the New Year,新春を祝う悪魔,庆祝新春的恶魔,
Item_Equip/Remilia_Parasol_Description,Text,,착용자가 대상에게 고통 또는 약화 디버프 효과를 적용하면 자신의 최대 체력의 10%를 회복한다.,Pain and Weakening debuffs applied by the wearer heal wearer by 10% maxhp.,装備者が対象に苦痛か衰弱デバフを与えたとき、自身を最大体力の10%回復する。,当装备者给目标施加痛苦或弱化减益时，治疗自己10%最大体力。,
Item_Equip/Remilia_Parasol_name,Text,,특별 맞춤 제작 양산,Custom-Made Parasol,特注の日傘,特别定制的太阳伞,
SimpleCampDialogue/CampDial_RemiliaScarlet_Azar_Dialogues_0,Text,,[B]...뱀파이어? 왜 뒤틀린 땅에...,[B]...A vampire? Why is she in the Distorted Land...,[B]……吸血鬼？为什么扭曲之地会……,[B]……吸血鬼？为什么扭曲之地会……,
SimpleCampDialogue/CampDial_RemiliaScarlet_Blue_Dialogues_0,Text,,[A]피의 달의 힘? 나랑 잘 어울리네.,[A]The power of the Blood Moon? It suits me well.,[A]血月的力量？跟本小姐真搭呢。,[A]血月的力量？跟本小姐真搭呢。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Charon_Dialogues_0,Text,,[B]와! 진짜 뱀파이어야!! 자세히 보자—,[B]Wow! A real vampire!! Let me take a closer look—,[B]哦哦！是货真价实的吸血鬼啊！！快让我仔细看看——,[B]哦哦！是货真价实的吸血鬼啊！！快让我仔细看看——,
SimpleCampDialogue/CampDial_RemiliaScarlet_Charon_Dialogues_1,Text,,"[A]야, 야!","[A]Hey, hey!",[A]喂、喂！,[A]喂、喂！,
SimpleCampDialogue/CampDial_RemiliaScarlet_Charon_Dialogues_2,Text,,[B]—진짜 악마의 날개! 진짜 악마의 이빨! 대단해—,[B]—Those authentic demon wings! Those authentic fangs! Amazing—,[B]——这正宗的恶魔之翼！这正宗的恶魔之牙！天呐——,[B]——这正宗的恶魔之翼！这正宗的恶魔之牙！天呐——,
SimpleCampDialogue/CampDial_RemiliaScarlet_Charon_Dialogues_3,Text,,[A]—떨어져!!,[A]—Stay away from me!!,[A]——离我远点！！,[A]——离我远点！！,
SimpleCampDialogue/CampDial_RemiliaScarlet_Cirno_Dialogues_0,Text,,"[A]야, 저쪽의 얼음 요정. 조용히 좀 해.","[A]Hey, ice fairy over there. How about being a little quieter?",[A]喂，那边的冰妖精。稍微安静一点如何。,[A]喂，那边的冰妖精。稍微安静一点如何。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Cirno_Dialogues_1,Text,,[B]괜찮아! 치르노가 최강이니까!,[B]It’s fine! Because Cirno is the strongest!,[B]没关系哦！因为琪露诺是最强的！,[B]没关系哦！因为琪露诺是最强的！,
SimpleCampDialogue/CampDial_RemiliaScarlet_Cirno_Dialogues_2,Text,,"[A]아니, 그러니까...","[A]No, I mean...",[A]不是，所以说……,[A]不是，所以说……,
SimpleCampDialogue/CampDial_RemiliaScarlet_Cirno_Dialogues_3,Text,,[B]치르노가 최강이야!,[B]Cirno is the strongest!,[B]琪露诺是最强的哦！,[B]琪露诺是最强的哦！,
SimpleCampDialogue/CampDial_RemiliaScarlet_Daiyousei_Dialogues_0,Text,,[A]난 네 치료가 필요 없어. 다른 사람에게 치료를 줘.,[A]I don’t need your care. Save your healing for others.,[A]我不需要你的照料。把你的治疗留给别人吧。,[A]我不需要你的照料。把你的治疗留给别人吧。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Daiyousei_Dialogues_1,Text,,[B]히히. 레밀리아 님도 상냥하시네.,[B]Hehe. Lady Remilia is quite kind too.,[B]嘿嘿。蕾米莉亚大人也是很温柔的人呢。,[B]嘿嘿。蕾米莉亚大人也是很温柔的人呢。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Daiyousei_Dialogues_2,Text,,"[A]뭐, 뭐라고? 그런 게 아니라...",[A]W-What are you saying? That’s not...,[A]说、说什么呢？才不是……,[A]说、说什么呢？才不是……,
SimpleCampDialogue/CampDial_RemiliaScarlet_Eirin_Dialogues_0,Text,,[A]네 연쇄 치료는 너무 인색해.,[A]Your chain healing is too stingy.,[A]你那小偷小摸的连锁治疗也太抠门了。,[A]你那小偷小摸的连锁治疗也太抠门了。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Eirin_Dialogues_1,Text,,[B]모인 모래알이 성을 쌓는 법이야.,[B]Gathered grains of sand can build a fortress.,[B]聚集起来的砂砾才能堆成堡垒哦。,[B]聚集起来的砂砾才能堆成堡垒哦。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Eirin_Dialogues_2,Text,,"[A]하, 정말 너랑은 안 맞아. 여기든 밖이든.","[A]Sigh, we really don’t get along. Whether it’s ""here"" or ""outside.""",[A]唉，真是和你合不来。不管是「这里」还是「外面」。,[A]唉，真是和你合不来。不管是「这里」还是「外面」。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Eirin_Dialogues_3,Text,,[B]하하. 시계탑에 도착할 때까지 잘 지내보자.,[B]Haha. Let’s try to get along until we reach the clock tower.,[B]哈哈。在抵达钟楼前尽可能好好相处吧。,[B]哈哈。在抵达钟楼前尽可能好好相处吧。,
SimpleCampDialogue/CampDial_RemiliaScarlet_FlandreScarlet_Dialogues_0,Text,,"[A]프란, 쉬는 시간이야.","[A]Flandre, it’s time to rest.",[A]芙兰，到休息时间了。,[A]芙兰，到休息时间了。,
SimpleCampDialogue/CampDial_RemiliaScarlet_FlandreScarlet_Dialogues_1,Text,,"[B]언니, 하지만...","[B]But, sister...",[B]姐姐，可是……,[B]姐姐，可是……,
SimpleCampDialogue/CampDial_RemiliaScarlet_FlandreScarlet_Dialogues_2,Text,,[A]조금 있다가 본 걸 다 부숴도 돼.,"[A]You can destroy everything you see later, okay?",[A]一会儿可以把看到的东西都破坏哦？,[A]一会儿可以把看到的东西都破坏哦？,
SimpleCampDialogue/CampDial_RemiliaScarlet_FlandreScarlet_Dialogues_3,Text,,[B]언니가 최고야!,"[B]I love you the most, sister!",[B]最~喜欢姐姐大人了！,[B]最~喜欢姐姐大人了！,
SimpleCampDialogue/CampDial_RemiliaScarlet_Hein_Dialogues_0,Text,,[B]아? 뱀파이어? 내 피를 노리는 거야?,[B]Huh? A vampire? Are you after my blood?,[B]啊啊？吸血鬼？冲着我的血来的吗？,[B]啊啊？吸血鬼？冲着我的血来的吗？,
SimpleCampDialogue/CampDial_RemiliaScarlet_Hein_Dialogues_1,Text,,"[A]아쉽지만, 막 끓인 피가 아니면 마시지 않아.","[A]Unfortunately, I don’t drink blood that isn’t freshly prepared.",[A]可惜，不是煮好的人血我是不喝的呢。,[A]可惜，不是煮好的人血我是不喝的呢。,
SimpleCampDialogue/CampDial_RemiliaScarlet_HouraisanKaguya_Dialogues_0,Text,,[A]달 사람의 피는 어떤 맛일까?,[A]I wonder what the blood of a moon person tastes like.,[A]月人的血，喝起来会是什么味道的呢？,[A]月人的血，喝起来会是什么味道的呢？,
SimpleCampDialogue/CampDial_RemiliaScarlet_HouraisanKaguya_Dialogues_1,Text,,[B]마시고 싶어? 내 심장을 파내서 맛보게 해줄까?,[B]Want to try? I’ll dig out my heart and let you have a taste.,[B]想喝吗？我把心脏挖出来给你喝一点？,[B]想喝吗？我把心脏挖出来给你喝一点？,
SimpleCampDialogue/CampDial_RemiliaScarlet_HouraisanKaguya_Dialogues_2,Text,,[A]하... 식욕이 떨어졌어...,[A]Sigh... I’ve lost my appetite...,[A]唉……一下子没胃口了……,[A]唉……一下子没胃口了……,
SimpleCampDialogue/CampDial_RemiliaScarlet_HouraisanKaguya_Dialogues_3,Text,,[B]히히.,[B]Hehe.,[B]嘻嘻。,[B]嘻嘻。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Huz_Dialogues_0,Text,,[B]채찍으로 뱀파이어를 때리는 거... 용서해줘!,[B]Whipping a vampire... Please forgive me!,[B]用鞭子抽吸血鬼什么的……请原谅我吧！,[B]用鞭子抽吸血鬼什么的……请原谅我吧！,
SimpleCampDialogue/CampDial_RemiliaScarlet_Huz_Dialogues_1,Text,,[A]괜찮아. 하지만 뭔가 미묘한 기분이야...,[A]It’s fine. But it feels quite strange...,[A]无妨。但是总感觉非常微妙啊……,[A]无妨。但是总感觉非常微妙啊……,
SimpleCampDialogue/CampDial_RemiliaScarlet_Ilya_Dialogues_0,Text,,[B]아름다워! 강력해! 불로불사야!,[B]Beautiful! Powerful! Immortal!,[B]美丽！强大！不老不死！,[B]美丽！强大！不老不死！,
SimpleCampDialogue/CampDial_RemiliaScarlet_Ilya_Dialogues_1,Text,,[B]나도 뱀파이어로 만들어줄래? 제발!,[B]Can you turn me into a vampire too? Please!,[B]能把我也变成吸血鬼吗？求你了！,[B]能把我也变成吸血鬼吗？求你了！,
SimpleCampDialogue/CampDial_RemiliaScarlet_Ilya_Dialogues_2,Text,,"[A]아니, 안 할 거야...","[A]No, I won’t...",[A]不，才不要啊……,[A]不，才不要啊……,
SimpleCampDialogue/CampDial_RemiliaScarlet_Iron_Dialogues_0,Text,,[A]다른 사람을 보호하는 기사? 왠지 모르게 친숙한 느낌이야.,[A]A knight who protects others? Feels strangely familiar.,[A]保护他人的骑士吗？有种莫名的亲切感呢。,[A]保护他人的骑士吗？有种莫名的亲切感呢。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Iron_Dialogues_1,Text,,"[B]""기사""라고 하기엔, 그냥 돈 받고 일하는 용병일 뿐이야.","[B]I’m hardly a ""knight,"" just a mercenary who works for money.",[B]实在称不上「骑士」，只不过是一介收钱办事的佣兵而已。,[B]实在称不上「骑士」，只不过是一介收钱办事的佣兵而已。,
SimpleCampDialogue/CampDial_RemiliaScarlet_IzayoiSakuya_Dialogues_0,Text,,"[A]이곳의 시간 이상, 네 능력으로도 해결할 수 없나, 사쿠야?","[A]The time anomaly in this place, even your abilities can’t handle it, Sakuya?",[A]这个地方的时间异常，连你的能力也没有办法吗，咲夜？,[A]这个地方的时间异常，连你的能力也没有办法吗，咲夜？,
SimpleCampDialogue/CampDial_RemiliaScarlet_IzayoiSakuya_Dialogues_1,Text,,"[B]네, 아가씨. 좀 까다롭네요.","[B]Yes, my lady. It’s a bit tricky.",[B]是的，大小姐。有点棘手呢。,[B]是的，大小姐。有点棘手呢。,
SimpleCampDialogue/CampDial_RemiliaScarlet_IzayoiSakuya_Dialogues_2,Text,,[A]어쩔 수 없지. 그럼 내 뒤에 잘 붙어있어.,[A]What a bother. Just stay close behind me.,[A]真没办法。那就老老实实跟在我后面吧。,[A]真没办法。那就老老实实跟在我后面吧。,
SimpleCampDialogue/CampDial_RemiliaScarlet_IzayoiSakuya_Dialogues_3,Text,,[B]최선을 다해 보좌하겠습니다.,[B]I’ll do my best to assist you.,[B]我会尽全力辅佐您的。,[B]我会尽全力辅佐您的。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Joey_Dialogues_0,Text,,[A]고급 홍차로 실험하다니... 너무 아깝네.,[A]Using expensive tea for experiments... What a waste.,[A]用名贵红茶做实验……也太浪费了吧。,[A]用名贵红茶做实验……也太浪费了吧。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Joey_Dialogues_1,Text,,"[B]흥, 너희 귀족들은 침실에서 차나 마시고 있으라구, 참견하지 말라고!","[B]Hmph, you nobles should just stay in your bedrooms and sip tea, stop meddling!",[B]哼，你们贵族就乖乖待在卧室里品茶，少来指手画脚的！,[B]哼，你们贵族就乖乖待在卧室里品茶，少来指手画脚的！,
SimpleCampDialogue/CampDial_RemiliaScarlet_Johan_Dialogues_0,Text,,[A]이상하네... 너와 그 "앨리스"라는 아이의 운명...,[A]Strange... Your fate and that of the so-called "Alice"...,[A]奇怪……你和所谓的「爱丽丝」的命运……,[A]奇怪……你和所谓的「爱丽丝」的命运……,
SimpleCampDialogue/CampDial_RemiliaScarlet_Johan_Dialogues_1,Text,,"[B]그럼, 앨리스가 아직 살아있다는 거죠?","[B]So, Alice is still alive, right?",[B]也就是说，爱丽丝还活着对吗？,[B]也就是说，爱丽丝还活着对吗？,
SimpleCampDialogue/CampDial_RemiliaScarlet_Johan_Dialogues_2,Text,,[A]…………………………아마도.,[A]…………………………Perhaps.,[A]…………………………或许吧。,[A]…………………………或许吧。,
SimpleCampDialogue/CampDial_RemiliaScarlet_Johan_Dialogues_3,Text,,[B]반드시………………,[B]I will definitely………………,[B]我一定会………………,[B]我一定会………………,
SimpleCampDialogue/CampDial_RemiliaScarlet_Leryn_Dialogues_0,Text,,[B]살아있는 뱀파이어? 제대로 연구해보고 싶네.,[B]A living vampire? I’d love to study you properly.,[B]活着的吸血鬼？真想好好研究一番。,[B]活着的吸血鬼？真想好好研究一番。,
