Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
BattleDia/FMokouBattleStart/Text4,Text,,괘씸하네—! 물론 문제를 일으킨 녀석은 그녀석이겠지만.,Damn it—! So it was that guy’s doing.,くそっ！ やっぱりあいつか。,可恶—！果然是那家伙捣的鬼呢。,
BattleDia/FMokouBattleStart/Text5,Text,,이번엔 나를 제거해보려고 이 사람들을 선동한건가?,Is he trying to get these guys to eliminate me again?,今度はこいつらを扇動して私を排除するつもりか？,这一回又煽动这些家伙们来企图除掉我吗？,
BattleDia/FMokouBattleStart/Text6,Text,,"후, 카구야가 어떤 사람들을 초대했는지 한번 볼까?","Hmph, let me see what kind of people Kaguya invited.",フン、輝夜がどんな連中を招待したのか見てやるよ。,哼，辉夜请来的人究竟是什么样的家伙，那么就让我见识一下吧。,
BattleDia/FMokouOnFire/Text1,Text,,"아아, 이렇게 약한 불꽃을 불이라고 부를 자격이나 있겠어?","Hey, hey, hey, is such a weak flame even worthy of being called a fire?",おいおい、そんな弱い火が炎と呼ぶに値するとでも？,喂喂喂，这么微弱的火苗也配叫火吗？,
BattleDia/FMokouOnFire/Text2,Text,,실제 불사조의 불이 무엇인지 느껴봐!,Let me show you what real phoenix fire is!,真の不死鳥の炎とは何かを教えてやる！,让你们看看什么才是真正的不死鸟之火！,
BattleDia/FMokouOnFire/Text3,Text,,피해보라구! 주찰「무차별 발화의 부적」!,Take this! Cursed Talisman「Indiscriminately Ignited Cards」!,くらえ！呪札「無差別発火の符」！,接招！咒符「无差别放火之符」！,
BattleDia/FMokouStage1/Text1,Text,,"먼저 공격을 하다니, 아쉽게도 나는 죽지 않아. 불사자거든.","How dare you act against me. Unfortunately, I won’t die; I’m an immortal.",よくもやったな！ 残念だが私は死なない、不死身だからな。,真敢动手啊你们。很可惜，我是不会死的，是不死人来着。,
BattleDia/FMokouStage1/Text2,Text,,"그러니, 이건 정당방위라고! 억울하다고 하지나 마!!","Since that’s the case, don’t blame me for self-defense!!",だが、正当防衛を理由に私を責めるなよ！,既然这样，可别怪我正当防卫啰！！,
BattleDia/FMokouStage2/Text1,Text,,하하하! 몸이 가벼운걸!,Hahaha! My body is all loosened up!,ハハハ！体の調子が良い！,哈哈哈！身体都舒展开了！,
BattleDia/FMokouStage2/Text2,Text,,"만용을 시험하고 싶다면, 어서 덤벼보라고!","If you want to test your courage, bring it on!",度胸試しがしたいならかかってこい！,想要试胆的话，就尽管放马过来吧！,
BattleDia/FMokouStage3/Text1,Text,,꽤 시간이 오래 흘러버렸는걸.,It’s been a long time since I’ve fought like this.,こんな戦いは久しぶりだ。,已经很久没有打到这个份上了。,
BattleDia/FMokouStage3/Text2,Text,,"아아, 온 몸이 타오르는 걸 멈출 수가 없어.","Ah, my whole body is burning uncontrollably.",体の火照りが止まらない。,啊啊，全身上下都止不住地烧起来了。,
BattleDia/FMokouStage3/Text3,Text,,덤벼! 나와 함께 불타는 광기의 소용돌이 속에서 춤추자고!,Come on! Let’s both fall into the whirlpool of burning maria!,行こうか！ 私と共に灼熱の狂気の渦の中へ！,来吧！和我一起陷入癫狂燃烧的漩涡吧！,
BattleDia/FMokouStage4/Text1,Text,,이제 끝이야.,This is the final part.,これで終わりだ。,这就是最后了。,
BattleDia/FMokouStage4/Text2,Text,,....죽지는 않지만 피곤하고 아픈걸.,"...Even if I won’t die, it’s still tiring and painful.",……死ななくとも、疲れや痛みはある。,……就算不会死，也是会累会疼的啊。,
BattleDia/FMokouStage4/Text3,Text,,받아줘! 불사조의 마지막 잿불을!,Take this! The last flames before the phoenix burns out!,これでもくらえ！不死鳥が燃え尽きる前の残り火！,接招吧！不死鸟燃尽前的余火！,
BattleDia/FMokouXufu/Text1,Text,,너무 걱정하지는 마. 밤은 아직도 너무 기니까.,Don’t rush. The night is still long.,そう急ぐな。 夜はまだ長い。,别那么着急嘛。夜晚还很长呢。,
