Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Skill/S_FLancelot_0_Description,Text,,,,,"骑士 - 获得 1 层“舞者”。抽取 1 个技能。依据“舞者”的层数：
①额外获得持续 3 回合的“闪避率+5%”；
②使抽取到的技能费用降低 1 点；
③从牌库选择并抽取 1 个自己的技能。

邪龙 - 获得 1 层“龙之心”。获得持续 1 回合的“攻击力+1”。依据“龙之心”的层数：
①额外获得持续 3 回合的“最大体力值+10%”；
②额外获得持续 3 回合的“防御穿透+10%”；
③从牌库选择并抽取 1 个自己的技能。

好感度10 - 本回合结束时恢复所有友方单位 8 点体力值。","騎士 - 獲得 1 層舞者。抽取 1 個技能。若舞者層數：
不少於 1 ：閃避率增加5%，持續 3 回合。
不少於 2 ：使因此抽取的技能費用減少 1 點。
不少於 3 ：確認牌庫中自身的技能，選擇 1 個加入手中。

邪龍 - 獲得 1 層龍之心。攻擊力增加 1 點，持續 1 回合。若龍之心層数：
不少於 1 ：最大體力值增加10%，持續 3 回合。
不少於 2 ：防禦穿透增加10%，持續 3 回合。
不少於 3 ：確認牌庫中自身的技能，選擇 1 個加入手中。

若自身的好感度不少於10點，則本回合結束時，恢復所有友軍 8 點體力值。"
Skill/S_FLancelot_0_Name,Text,,,,,最后的妖精,最後的妖精
Skill/S_FLancelot_10_1_Description,Text,,,,,消耗所有友军 5 点体力值，将“阿尔比昂的遗骸”抽取到手中。,使所有友軍受到 5 點痛苦傷害，並將「阿爾比昂的遺骸」抽取到手中。
Skill/S_FLancelot_10_1_Name,Text,,,,,阿尔比昂的遗骸,阿爾比昂的遺骸
Skill/S_FLancelot_10_2_Description,Text,,,,,什么都不做。,什麼都不做。
Skill/S_FLancelot_10_2_Name,Text,,,,,阿尔比昂的遗骸,阿爾比昂的遺骸
Skill/S_FLancelot_10_Description,Text,,,,,回合开始时，若该技能不在手中，可以消耗所有友军 5 点体力值，将这个技能抽取到手中。,回合開始時，若此技能不在手中，則可以對所有友軍造成 5 點痛苦傷害，並抽取此技能。
Skill/S_FLancelot_10_Name,Text,,,,,阿尔比昂的遗骸,阿爾比昂的遺骸
Skill/S_FLancelot_1_Description,Text,,,,,"骑士 - 获得 1 层“舞者”。

邪龙 - 获得 1 层“龙之心”。额外造成 &a 伤害(攻击力的50%)。

好感度30 - 获得“下 1 次使用技能时恢复 1 点法力值”。","騎士 - 獲得 1 層舞者。

邪龍 - 獲得 1 層龍之心。造成 &a 點額外傷害(攻擊力的50%)。

若自身的好感度不少於30點，則獲得「下 1 次使用技能時，恢復 1 點法力值」。"
Skill/S_FLancelot_1_Name,Text,,,,,妖精剑舞,妖精劍舞
Skill/S_FLancelot_2_Description,Text,,,,,"<color=#FF69B4><i>*兰斯洛特等级大于等于3且好感度达到30时自动学会*</i></color>
第 3 回合开始时，置于牌堆顶。","<color=#FF69B4><i>*蘭斯洛特不低於 3 級且好感度達到30時，自動學習此技能。*</i></color>
第 3 回合開始時，將此技能置於牌庫頂。"
Skill/S_FLancelot_2_Name,Text,,,,,你已深陷于我,你已深陷於我
Skill/S_FLancelot_3_Description,Text,,,,,"<color=#FF69B4><i>*兰斯洛特等级大于等于4且好感度达到50时自动学会*</i></color>
第 3 回合开始时，置于牌堆顶。
若目标持有“你已深陷于我”，将“舞者”、“龙之心”提升至满层。","<color=#FF69B4><i>*蘭斯洛特不低於 4 級且好感度達到50時，自動學習此技能。*</i></color>
第 3 回合開始時，將此技能置於牌庫頂。
若目標持有「你已深陷於我」，則使自身獲得 3 層舞者和 3 層龍之心。"
Skill/S_FLancelot_3_Name,Text,,,,,你已无法离开我,你已無法離開我
Skill/S_FLancelot_4_Description,Text,,,,,"<color=#FF69B4><i>*兰斯洛特等级大于等于5且好感度达到80时自动学会*</i></color>
第 3 回合开始时，置于牌堆顶。
若目标持有“你已深陷于我”、“你已无法离开我”，则从本局游戏中放逐“你已深陷于我”、“你已无法离开我”、“你已完全属于我”，使这三个减益的持续时间改变为“永久”。
那之后，丢弃所有手中的技能，恢复 5 点法力值，抽取技能直到手牌上限。
那之后，自身获得“+100%目标攻击力，+100%对目标伤害，+20%防御穿透”。","<color=#FF69B4><i>*蘭斯洛特不低於 5 級且好感度達到80時，自動學習此技能。*</i></color>
第 3 回合開始時，將此技能置於牌庫頂。
若目標同時持有「你已深陷於我」和「你已無法離開我」，則觸發以下效果：
 - <b>從牌庫中放逐</b>「你已深陷於我」、「你已無法離開我」、「你已完全屬於我」，並使這些技能的對應減益的持續時間變為無限回合。
 - 丢棄手中的所有技能。恢復 5 點法力值，抽取技能直到手牌補滿。
 - 自身獲得「增加相當於目標攻擊力100%的攻擊力，對目標的傷害增加100%，防禦穿透增加20%」。"
Skill/S_FLancelot_4_Name,Text,,,,,你已完全属于我,你已完全屬於我
Skill/S_FLancelot_5_Description,Text,,,,,"骑士 - 对目标两侧的敌人造成 &a 伤害(攻击力的32%)。

邪龙 - 施加“-10%防御力、+10%受到的伤害”，持续 3 回合。
丢弃手中最上方的技能，依据那个技能的原本费用：
0 - 抽取 1 个技能。
1 - 额外造成 &b 伤害(攻击力的50%)。
2及以上 - 自身获得“+20%暴击率”，持续 3 回合。

好感度50 - 从牌库展示并选择 1 个露西技能加入手中。","騎士 - 對目標的相鄰敵人造成 &a 點傷害(攻擊力的32%)。

邪龍 - 施加「防禦力減少10%，受到傷害量增加10%」，持續 3 回合。
丢棄手中最上方的技能，並根據其基礎費用觸發：
 0 點 - 抽取 1 個技能。
 1 點 - 造成 &b 點額外傷害(攻擊力的50%)。
不少於 2 點 - 自身的暴擊率增加20%，持續 3 回合。

若自身的好感度不少於50點，則展示牌庫的所有露西技能，選擇 1 個加入手中。"
Skill/S_FLancelot_5_Name,Text,,,,,龙之枪,龍之槍
Skill/S_FLancelot_6_Description,Text,,,,,如果目标为自身，其他队友获得一半数值的增益。,對自身使用時，使自身以外的所有友軍獲得加成量減半的此增益。
Skill/S_FLancelot_6_Name,Text,,,,,妖精湖的加护,妖精湖的加護
Skill/S_FLancelot_7_Description,Text,,,,,"骑士 - 移除所有“舞者”增益。
依据移除的“舞者”层数 X，恢复 X 点法力值，获得 X 次等待次数和交换次数，抽取 X 个技能。

邪龙 - 移除所有“龙之心”增益。
额外造成 &a 伤害(攻击力的200%)。获得“暴击率+5%”，持续 3 回合。","騎士 - 移除自身的舞者增益。
每移除 1 層舞者，恢復 1 點法力值，獲得 1 次等待次数和交換次数，抽取 1 個技能。

邪龍 - 移除龍之心增益。
造成&a點額外傷害(攻擊力的200%)。暴擊率增加5%，持續 3 回合。"
Skill/S_FLancelot_7_Name,Text,,,,,光之地平线,光之地平線
Skill/S_FLancelot_8_Description,Text,,,,,"骑士 - 额外施加 1 层“苍穹的试炼”。

邪龙 - 额外造成 &a 伤害(攻击力的40%)。

理性 - 所有友军获得“最大体力值+10%”，持续 3 回合。

狂化 - 必定暴击。","騎士 - 額外施加 1 層<sprite=0>蒼穹的試煉。

邪龍 - 造成 &a 點額外傷害(攻擊力的40%)。

理性 - 所有友軍的最大體力值增加10%，持續 3 回合。

狂化 - 以暴擊形式命中。"
Skill/S_FLancelot_8_Name,Text,,,,,苍穹的试炼,蒼穹的試煉
Skill/S_FLancelot_9_Description,Text,,,,,"湖光骑士 - 使用该技能后，记录本回合使用的技能次数。回合结束时，每使用 1 个技能，对随机敌人造成 5 点伤害。

幻想种 - 额外造成 &a 伤害(攻击力的30%)。击杀敌人时，使所有友军获得持续 3 回合的“攻击力+1”。","湖光騎士 - 使用後，記錄本回合使用的技能次數。回合結束時觸發：每記錄 1 次，便對隨機敵人造成 5 點傷害。

幻想種 - 造成 &a 點額外傷害(攻擊力的30%)。擊殺敵人時，使所有友軍攻擊力增加 1 點，持續 3 回合。"
Skill/S_FLancelot_9_Name,Text,,,,,终焉,終焉
Skill/S_FLancelot_C_1_Description,Text,,,,,切换至“邪龙”形态。,變為「邪龍」型態：增加攻擊力和防禦穿透。
Skill/S_FLancelot_C_1_Name,Text,,,,,邪龙,邪龍
Skill/S_FLancelot_C_2_Description,Text,,,,,切换至“骑士”形态。,變為「騎士」型態：增加閃避率；從下回合開始，每回合獲得 1 次等待次數（直到轉換為「邪龍」狀態）。
Skill/S_FLancelot_C_2_Name,Text,,,,,骑士,騎士
Skill/S_FLancelot_H_1_Description,Text,,,,,"兰斯洛特没有阵亡过。
完成誓约时，增加 1 点好感度。","蘭斯洛特未陷入過無法戰鬥狀態。
達成時，戰鬥結束後，增加 1 點好感度。"
Skill/S_FLancelot_H_1_Name,Text,,,,,无法违背的誓约,無法違背的誓約
Skill/S_FLancelot_H_2_Description,Text,,,,,"兰斯洛特至少击杀 1 名敌人。
完成誓约时，增加 2 点好感度。","蘭斯洛特擊殺了至少 1 個敵人。
達成時，戰鬥結束後，增加 2 點好感度。"
Skill/S_FLancelot_H_2_Name,Text,,,,,无法违背的誓约,無法違背的誓約
Skill/S_FLancelot_H_3_Description,Text,,,,,"兰斯洛特使用技能次数大于 5 次。
完成誓约时，增加 3 点好感度。","蘭斯洛特使用了不少於 6 個技能。
達成時，戰鬥結束後，增加 3 點好感度。"
Skill/S_FLancelot_H_3_Name,Text,,,,,无法违背的誓约,無法違背的誓約
Skill/S_FLancelot_H_4_Description,Text,,,,,"兰斯洛特不能恢复超过 40 点体力值。
完成誓约时，增加 3 点好感度。","蘭斯洛特恢復的體力值總額不超過40點。
達成時，戰鬥結束後，增加 3 點好感度。"
Skill/S_FLancelot_H_4_Name,Text,,,,,无法违背的誓约,無法違背的誓約
Skill/S_FLancelot_H_5_Description,Text,,,,,"兰斯洛特不能使用原始费用为 2 的技能。
完成誓约时，获得 4 点好感度。","不能使用蘭斯洛特的基礎費用為 2 點的技能。
達成時，戰鬥結束後，增加 4 點好感度。"
Skill/S_FLancelot_H_5_Name,Text,,,,,无法违背的誓约,無法違背的誓約
Skill/S_FLancelot_LucyD_Description,Text,,,,,"抽取 2 个技能。
若兰斯洛特存活，则使其获得 2 点好感度。
若兰斯洛特的好感度不低于 50，额外抽取 1 个技能。","抽取 2 個技能。
若蘭斯洛特存活，則使其獲得 2 點好感度。
若蘭斯洛特的好感度不低於 50，額外抽取 1 個技能。"
Skill/S_FLancelot_LucyD_Name,Text,,,,,我对你的爱,我對你的愛
Skill/S_FLancelot_Rare_1_Description,Text,,,,,"每次使用手中的、自己的技能时，费用降低 1 点。
移除自身所有减益。
展示牌库中所有自己的技能，选择其中 3 个加入手中，并使其费用变为 0。

<b><color=red>切换为“邪龙”形态时，这个技能变为“无垢搏动”。</color></b>","每當使用手中自身的技能時，此技能的費用減少 1 點。

移除自身所有减益。
展示牌庫中自身的所有技能，選擇其中 3 個加入手中，費用變為 0 點。

<b><color=red>切換為「邪龍」型態時，此技能轉變為「無垢搏動」。</color></b>"
Skill/S_FLancelot_Rare_1_Name,Text,,,,,无垢湖光,無垢湖光
Skill/S_FLancelot_Rare_2_Description,Text,,,,,"恢复全部体力值。
展示牌库中所有自己的技能，选择其中 3 个加入手中，并使其费用变为 0。

<b><color=#87CEFA>切换为“骑士”形态时，这个技能变为“无垢湖光”。</color></b>","恢復自身所有體力值。
展示牌庫中自身的所有技能，選擇其中 3 個加入手中，費用變為 0 點。

<b><color=#87CEFA>切換為「騎士」型態時，此技能轉變為「無垢湖光」。</color></b>"
Skill/S_FLancelot_Rare_2_Name,Text,,,,,无垢搏动,無垢搏動
SkillExtended/SE_FLancelot_Rare_2_Name,Text,,,,,幻想种,幻想種
