Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_Kaguya_P/Conundrum_3,Text,,,"Impossible Request ""Robe of Fire Rat -Unhurried Mind-""",,难题「火鼠的皮衣　-不焦躁的内心-」,難題「火鼠的皮衣　-不焦躁的內心-」
Buff/B_Kaguya_P/Conundrum_4,Text,,,"Impossible Request ""Swallow's Cowrie Shell -Everlasting Life-""",,难题「燕的子安贝　-永命线-」,難題「燕的子安貝　-永命線-」
Buff/B_Kaguya_P/Conundrum_5,Text,,,"Impossible Request ""Bullet Branch of Hourai -Rainbow Danmaku-""",,难题「蓬莱的弹枝　-七色的弹幕-」,難題「蓬萊的彈枝　-七色的彈幕-」
Buff/B_Kaguya_P/Phase_1,Text,,,"Divine Treasure ""Brilliant Dragon Barrette""",,神宝「耀眼的龙玉」,神寶「耀眼的龍玉」
Buff/B_Kaguya_P/Phase_2,Text,,,"Divine Treasure ""Buddhist Diamond""",,神宝「佛体的金刚石」,神寶「佛體的金剛石」
Buff/B_Kaguya_P/Phase_3,Text,,,"Divine Treasure ""Salamander Shield""",,神宝「火蜥蜴之盾」,神寶「火蜥蜴之盾」
Buff/B_Kaguya_P/Phase_4,Text,,,"Divine Treasure ""Life Spring Infinity""",,神宝「无限的生命之泉」,神寶「無限的生命之泉」
Buff/B_Kaguya_P/Phase_5,Text,,,"Divine Treasure ""Jeweled Branch of Hourai -Dreamlike Paradise-""",,神宝「蓬莱的玉枝　-梦色之乡-」,神寶「蓬萊的玉枝　-夢色之鄉-」
Buff/B_Kaguya_P/Phase_6,Text,,,"""End of Imperishable Night""",,「永夜归返」,「永夜歸返」
Buff/B_Kaguya_P/S_Kaguya_1_S,Text,,,"Create a Impossible Request ""Jewel from the Dragon's Neck -Five-Colored Shots-"" skill in hand at the start of each turn.",,每个回合开始时，如果手牌中没有难题「龙颈之玉　-五色的弹丸-」，置入手中一张。,每個回合開始時，如果手牌中沒有難題「龍頸之玉　-五色的彈丸-」，置入手中一張。
Buff/B_Kaguya_P/S_Kaguya_2_S,Text,,,"Create a Impossible Request ""Buddha's Stone Bowl -Indomitable Will-"" skill in hand at the start of each turn.",,每个回合开始时，如果手牌中没有难题「佛御石之钵　-不碎的意志-」，置入手中一张。,每個回合開始時，如果手牌中沒有難題「佛禦石之缽　-不碎的意志-」，置入手中一張。
Buff/B_Kaguya_P/S_Kaguya_3_S,Text,,,"Create a Impossible Request ""Robe of Fire Rat -Unhurried Mind-"" skill in hand at the start of each turn.",,每个回合开始时，如果手牌中没有难题「火鼠的皮衣　-不焦躁的内心-」，置入手中一张。,每個回合開始時，如果手牌中沒有難題「火鼠的皮衣　-不焦躁的內心-」，置入手中一張。
Buff/B_Kaguya_P/S_Kaguya_4_S,Text,,,"Create a Impossible Request ""Swallow's Cowrie Shell -Everlasting Life-"" skill in hand at the start of each turn.",,每个回合开始时，如果手牌中没有难题「燕的子安贝　-永命线-」，置入手中一张。,每個回合開始時，如果手牌中沒有難題「燕的子安貝　-永命線-」，置入手中一張。
Buff/B_Kaguya_P/S_Kaguya_5_S,Text,,,"Create a Impossible Request ""Bullet Branch of Hourai -Rainbow Danmaku-"" skill in hand at the start of each turn.",,每个回合开始时，如果手牌中没有难题「蓬莱的弹枝　-七色的弹幕-」，置入手中一张。,每個回合開始時，如果手牌中沒有難題「蓬萊的彈枝　-七色的彈幕-」，置入手中一張。
Buff/B_Kaguya_P/S_Kaguya_6_S,Text,,,,, , 
Character/Mokou_Text_Battle_Kill_0,Text,,,"Oh, yeah? Is this over?",,哦呀？这就结束了吗？,哦呀？這就結束了嗎？
Character/Mokou_Text_Battle_Start_0,Text,,,"Okay, then let the battle begin!",,好吧，那就让战斗开始吧！,好吧，那就讓戰鬥開始吧！
Skill/S_Kaguya_LucyRare_1/Alive,Text,,,Alive,,正常存活,正常存活
Skill/S_Kaguya_LucyRare_1/Dead,Text,,,Dead,,无法战斗,無法戰鬥
Skill/S_Kaguya_LucyRare_1/HP,Text,,,HP,, 体力值：, 體力值：
Skill/S_Kaguya_LucyRare_1/NotSave,Text,,,No Save,,尚未储存,尚未儲存
Skill/S_Kaguya_LucyRare_1/Rec,Text,,,healing gauge,, 体力极限：, 體力極限：
