Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
Buff/B_FKaguya_Co1_Description,Text,,<i><color=#696969>진실한 달의 광기에 굴복해라! </color></i>,<i><color=#696969>Bow before the madness of the true moon!</color></i>,<i><color=#696969>真の月の狂気を崇めよ！</color></i>,<i><color=#696969>拜倒在真实之月的狂气之下吧！</color></i>,
Buff/B_FKaguya_Co1_Name,Text,,영원/정하,Eternal/Under the Pavilion,永遠/別棟,永远/亭下,
Buff/B_FKaguya_Co2_Description,Text,,"각 턴 시작 시, 현재 라운드의 절반만큼 최대 체력이 증가합니다.","At the start of each turn, gain an increase in maximum health equal to half the current turn number.",毎ターン開始時に、最大体力が現在のターン数の半分増加する。,每个回合开始时，获得等同于当前回合数一半的最大体力值提升。,
Buff/B_FKaguya_Co2_Name,Text,,우주의 종말을 향해,To the Ends of the Universe,宇宙の果てまで,向那宇宙尽头,
Buff/B_FKaguya_P_0_Description,Text,,행동 카운트가 없는 적에게 주는 피해량+10%,Damage dealt to enemies without an action countdown +10%.,行動カウントを持たない敵に与えるダメージ+10%,对没有行动倒计时的敌人造成的伤害+10%,
Buff/B_FKaguya_P_0_Name,Text,,영원과 수유,Eternal and Momentary,永遠と須臾,永远与须臾,
Buff/B_FKaguya_P_Description,Text,,,,,,
Buff/B_FKaguya_P_Name,Text,,카구야/영야,Kaguya/Eternal Night,輝夜/永夜,辉夜/永夜,
Buff/B_FKaguya_Sinnpou_Description,Text,,지금까지 몇 명이나 되는 인간이 풀지 못하고 물러난 5개의 문제. 당신들은 몇 개나 풀 수 있을까?,The five challenges that have defeated countless people so far. How many can you solve?,これまで多くの人間が果たせなかった私の5つの難題。あなた達はいくつ達成できる？,到现在为止，已经使无数人败退的这五个难题。你们能解开多少呢？,
Buff/B_FKaguya_Sinnpou_Name,Text,,카구야/신보,Kaguya/Divine Treasure,輝夜/神宝,辉夜/神宝,
Buff/B_FMokou_1_Description,Text,,턴 시작 시 해당 캐릭터의 공격 스킬이 패에 있다면 마나를 소모하여 그 스킬을 강제로 시전합니다.,Remaining attack skills will be used by consuming Mana at the start of the turn.,ターン開始時にこれを持つ味方の攻撃スキルが手札にある場合、マナを消費してそのスキルを強制発動する。,回合开始时若手中有本角色的攻击技能，则消耗法力值强制释放该技能。,
Buff/B_FMokou_1_Name,Text,,격노,Fury,激怒,激怒,
Buff/B_FMokou_2_Description,Text,,"스킬 시전 시, 카운트 란에 [「퍼제스트 바이 피닉스 -봉황오의-」]를 추가합니다.","Upon using a skill, add [Possessed by Phoenix - Phoenix's Secret] to the countdown bar.",スキルを発動すると、カウントダウン欄に「不死鳥憑依 -鳳凰奥義-」を追加する。,释放技能时，在倒计时栏添加[「不死鸟附体 -凤凰奥义-」]。,
Buff/B_FMokou_2_Name,Text,,퍼제스트 바이 피닉스,Possessed by Phoenix,パゼストバイフェニックス,不死鸟附体,
Buff/B_FMokou_P_0_Description,Text,,"모코우가 죽을 시, 확률적으로 전투에서 승리합니다.
그렇지 않으면 모코우가 부활하여 체력을 모두 회복하고, 
승리확률이 2배가 됩니다.
<color=orange>현재 확률: &a%</color>","When Mokou dies, there is a chance to win the battle; otherwise, Mokou revives and restores all health, and the chance doubles.
<color=orange>Current chance: &a%</color>","藤原妹紅が死亡したとき、確率で戦闘に勝利する
そうでない場合、藤原妹紅は復活し体力を全回復し、その後勝利する確率が2倍になる。
<color=orange>現在の確率：&a%</color>","妹红死亡时，有概率获得战斗胜利；
否则妹红复活并恢复所有体力值，那之后，概率翻倍。
<color=orange>当前概率为：&a%</color>",
Buff/B_FMokou_P_0_Name,Text,,「피닉스 재탄생」,「Phoenix Rebirth」,「フェニックス再誕」,「不死鸟重生」,
Buff/B_FMokou_P_1_Description,Text,,"부활할 때마다 최대체력+20%, 공격력+20%, 적중률+10%","Each time after revival, gain +20% maximum health, +20% attack power, +10% accuracy.",復活する度に、最大体力+20%、攻撃力+20%、命中率+10%。,每次复活后，获得+20%最大体力，+20%攻击力，+10%命中率。,
Buff/B_FMokou_P_1_Name,Text,,「임페리셔블 슈팅」,「Imperishable Shooting」,「インペリシャブルシューティング」,「不朽的弹幕」,
Buff/B_FMokou_P_Description,Text,,,,,,
Buff/B_FMokou_P_Name,Text,,후지와라노 모코우 패시브,Mokou's Passive,藤原妹紅のパッシブ,藤原妹红被动,
Buff/B_FMokou_Reward_Description,Text,,"피해를 입을 때, 33%확률로 무효화하고 2배의 피해량으로 적에게 되돌려줍니다.",33% chance to nullify damage and return double to the source when receiving damage.,ダメージを受けたとき、33％の確率でそのダメージを無効にし、その2倍のダメージで反撃する。,受到伤害时有33%几率抵消这次伤害，并双倍返还给来源。,
Buff/B_FMokou_Reward_Name,Text,,봉래/불후,Hourai/Immortal,蓬莱/不滅,蓬莱/不朽,
Buff/B_FMokou_Stage_1_Description,Text,,모코우가 피해를 입으면 자신 및 상대방에게 <color=purple>화상</color>을 1중첩 부여합니다.,"When Mokou receives damage, apply 1 stack of <color=purple>Burning</color> to both herself and the source.",藤原妹紅がダメージを受けたとき、自身とその攻撃者に<color=purple>灼熱</color>を1ストック与える。,妹红受到伤害时，会对自己和来源施加1层<color=purple>烧伤</color>。,
Buff/B_FMokou_Stage_1_Name,Text,,「봉래인형」,「Hourai Doll」,「蓬莱人形」,「蓬莱人形」,
Buff/B_FMokou_Stage_2_0_Description,Text,,이 디버프의 보유자 및 시전자는 서로에게 받는 피해량이 50%감소합니다.,Damage dealt between debuff holder and applier is reduced by 50%.,このデバフを持つ者と自身は互いに与えるダメージが50%減少する。 ,减益持有者和施加者对互相造成的伤害-50%。,
Buff/B_FMokou_Stage_2_0_Name,Text,,츠키노 이와카사의 저주,Curse of Tsuki-no-Iwakasa,月のいはかさの呪い,月岩笠的诅咒,
Buff/B_FMokou_Stage_2_Description,Text,,"한턴에 한번, 모코우가 피해를 입으면 자신 및 상대방에게 <color=purple>화상</color>을 3중첩 부여하고,
그동안 그녀 및 상대방이 서로에게 입히는 피해량이 50%감소합니다.","Once per turn, when Reisen receives damage, apply 3 stacks of <color=purple>Burning</color> to herself and the source, and damage dealt between them is reduced by 50% for the turn.",1ターンに1回、藤原妹紅がダメージを受けたとき、自身と攻撃者に<color=purple>灼熱</color>を3スタック与え、そのターン中は自身と攻撃者が互いに与えるダメージが50％減少する。,1回合1次，妹红受到伤害时，会对自己和来源施加3层<color=purple>烧伤</color>，并且本回合内自己和来源对互相造成的伤害-50%。,
Buff/B_FMokou_Stage_2_Name,Text,,시효「츠키노 이와카사의 저주」,Prescribed「Curse of Tsuki-no-Iwakasa」,時効「月のいはかさの呪い」,时效「月岩笠的诅咒」,
Buff/B_FMokou_Stage_3_Description,Text,,"턴 종료 시, 모든 적에게 <color=purple>화상</color><color=purple></color>을 3중첩 부여합니다.","At the end of the turn, apply 3 stacks of <color=purple>Burning</color> to all enemies.",ターン終了ボタンを押すと、敵全員に<color=purple>灼熱</color>を3ストック与える。,按下回合结束按钮时，向所有敌人施加3层<color=purple>烧伤</color>。,
Buff/B_FMokou_Stage_3_Name,Text,,"「몇 번째인지도 모르는 이 목숨, 다 불탈 때까지」","「Until This Life, Repeated Countless Times, Burns Away」",「この何度目かの命、燃え尽きるまで」,「这不知是第几次的生命，燃烧殆尽吧」,
Buff/B_FMokou_Stage_4_Description,Text,,"받는 피해량이 0이 됩니다.
턴 당 행동횟수+2
3턴이 지나면 <color=red>즉사</color><color=red><color=red></color=red>후 부활하지 않습니다.</color></color>","Damage received becomes 0.
+2 actions per turn.
After 3 turns, <color=red>die and cannot be revived.</color>","受けるダメージが0になる。
毎ターン、行動回数+2。
3ターン後に<color=red>死亡し復活しなくなる</color>","受到伤害变为0。
每回合行动次数+2。
3个回合后，<color=red>死亡并且不再复活。</color>",
Buff/B_FMokou_Stage_4_Name,Text,,허인「우」,Hollow Being「Wu」,虚人「無」,虚人「无」,
Buff/B_Mokou_T_1_Description,Text,,,,,,
Buff/B_Mokou_T_1_Name,Text,,화상,Burning,灼熱,烧伤,
Character/HouraisanKaguya_CampSelectWord,Text,,지금까지 몇 명이나 되는 인간이 풀지 못하고 물러난 5개의 문제. 당신들은 몇 개나 풀 수 있을까?,The five challenges that have defeated countless people so far. How many can you solve?,これまで多くの人間が果たせなかった私の5つの難題。あなた達はいくつ達成できる？ ,到现在为止，已经使无数人败退的这五个难题，你们能解开多少呢？,
Character/HouraisanKaguya_PassiveDes,Text,,"<b>타케토리모노가타리</b> - 특정 조건이 충족되면 호라이산 카구야의 [난제] 스킬이 자신에게 [카구야/신보]를 부여합니다. 
호라이산 카구야의 [신보]스킬은 [카구야/신보]를 소모하여 추가 효과를 발동할 수 있습니다. 

<b>영야</b> - 호라이샨 카구야가 공격당하면 공격자에게 [카구야/영야]가 1중첩 부여됩니다.(회피불가)  

<b>영원과 수유</b> - 모든 아군이 행동 카운트가 없는 적에게 주는 피해량이 10%증가합니다.","<b>Taketori Monogatari</b> - The [Impossible Request] skill will grant [Kaguya/Divine Treasure] under certain conditions. The [Divine Treasure] skill can add extra effects by consuming [Kaguya/Divine Treasure].

<b>Eternal Night Vignette</b> - When Kaguya Houraisan is attacked, apply 1 stack of [Kaguya/Eternal Night] to the attacker with a 100% success rate of the pain debuff.

<b>Eternal and Momentary</b> - All allies' damage to enemies without an action countdown +10%.","<b>竹取物語</b> - 蓬莱山輝夜の「難題」スキルは特定の条件が満たされると，自身に[輝夜/神宝]を与える。蓬莱山輝夜の「神宝」スキルは[輝夜/神宝]を消費して追加効果を発動する。

<b>永夜抄</b> - 蓬莱山輝夜が攻撃を受けたとき、攻撃者に成功率100%の苦痛デバフ[輝夜/永夜]を1ストック与える。

<b>永遠と須臾</b> - すべての味方は行動カウントを持たない敵に与えるダメージ+10％を得る。","<b>竹取物语</b> - 蓬莱山辉夜的[难题]技能在达成某些条件时，会为自身赋予[辉夜/神宝]。蓬莱山辉夜的[神宝]技能通过消耗[辉夜/神宝]，能够追加额外效果。

<b>永夜抄</b> - 蓬莱山辉夜受到攻击时，以100%的痛苦减益成功率对攻击来源施加1层[辉夜/永夜]。

<b>永远与须臾</b> - 所有队友对没有行动倒计时的敌人造成的伤害+10%。",
Character/HouraisanKaguya_PassiveName,Text,,영원과 수유의 죄인,Eternal and Momentary Sinner,永遠と須臾の罪人,永远和须臾的罪人,
Character/HouraisanKaguya_SelectInfo,Text,,"지금까지 몇 명이나 되는 인간이 풀지 못하고 물러난 5개의 문제. 당신들은 몇 개나 풀 수 있을까?

호라이산 카구야는 5가지 유형의 '난제'와 '신보'를 사용하는 만능 탱커입니다.

그녀는 다섯가지 난제의 고유임무를 완료함으로써 다섯가지 신보의 특수 효과를 활성화 할 수 있습니다.
신보의 효과가 활성화되지 않더라도 자신 및 팀에게 풍부한 이득을 제공합니다.
보물은 각기 다른 고유한 효과를 가집니다.","Kaguya Houraisan is an all-purpose tank using the five challenges and divine treasures.

By completing the unique tasks of the five challenges, Kaguya can activate special effects of the five divine treasures, bringing abundant benefits to herself and her team. Even without activating divine treasure effects, the five challenges and divine treasures have their own unique effects.

The five challenges that have defeated countless people so far. How many can you solve?","蓬莱山輝夜は、5種類の難題と神宝を駆使する万能型である。

5つの難題の特定の条件を満たすことで、蓬莱山輝夜は5つの神宝の特殊効果を発動させることができ、自身と味方に豊富な恩恵をもたらす。神宝の効果を発動させなくても、5つの難題と神宝にはそれぞれ特有の効果がある。

これまで多くの人間が果たせなかった私の5つの難題。あなた達はいくつ達成できる？","蓬莱山辉夜是使用五种难题和神宝的全能型坦克。

通过完成五种难题的独特任务，蓬莱山辉夜能够激活五种神宝的特殊效果，为自己和团队带来丰富的增益效果；即便不激活神宝的效果，五种难题和神宝也各自拥有奇特的效果。

到现在为止，已经使无数人败退的这五个难题。你们能解开多少呢？",
Character/HouraisanKaguya_Text_Battle_AllyND_0,Text,,이 녀석 붓이 2개인데....,"This guy, he's got some skill...",こいつ、2、3のトリックを隠しているわ......。,这家伙，有两把刷子……,
Character/HouraisanKaguya_Text_Battle_AllyND_1,Text,,"죽음을 구하지 않으면 죽지 않아, 이해가 안되는거야?!","If you don't cause trouble, you won't die. Why don't you understand?!",死を求めなければ死なないのをなぜ理解しないの？ ！,不作死就不会死，为什么不明白？！,
Character/HouraisanKaguya_Text_Battle_Cri_0,Text,,받아라! 반경 20미터의 「브릴리언트 드래곤 바레트」!,Take this! The ‘Brilliant Dragon Jewel’ with a twenty-meter radius!,これを食らいなさい！,接招！半径二十米的「耀眼的龙玉」！,
Character/HouraisanKaguya_Text_Battle_Cri_1,Text,,하이쿠를 읊어라!,Recite Haiku!,俳句を詠みなさい！,诵读俳句吧！,
Character/HouraisanKaguya_Text_Battle_Healed_0,Text,,"무릎에 화살을 맞기 전까진, 나도 딜러였는데....",I used to be a damage dealer until an arrow hit my knee...,私も膝に矢を受けるまでは、ダメージディーラーだったのですが......。,我以前也是个输出职业，直到我的膝盖中了一箭……,
Character/HouraisanKaguya_Text_Battle_Healed_1,Text,,이럴 땐 그냥 웃으세요,Just smile now.,今はただ微笑んでいればいいのです。,这时候只要微笑就好了。,
Character/HouraisanKaguya_Text_Battle_Idle_0,Text,,모두의 미소를 지켜 주겠어.,I'll protect everyone's smiles.,みんなの笑顔は私が守ります。,大家的笑容由我来守护。,
Character/HouraisanKaguya_Text_Battle_Kill_0,Text,,내가 '너는 이미 죽어있다.'라고 말할 때 쯤이면 이미 모든게 끝난 이후이다!,"When I say ‘I'll defeat you,’ it’s already done!",私が 「殺してやる 」と言った時にはすでに死んでいます！,在我说出“干掉你”的时候，实际上就已经完成了！,
Character/HouraisanKaguya_Text_Battle_Kill_1,Text,,"살아있는 한, 신이라도 너를 위해 죽이겠어!","As long as something is alive, even the administrator will be killed!",生きているなら、管理者であっても殺せる！,只要是活着的东西，就算是管理员也杀给你看！,
Character/HouraisanKaguya_Text_Battle_ND_0,Text,,아버지에게도 맞은 적 없는데!,Not even my dad has hit me!,父でさえ私を殴ったことはないのに！,连我爸爸都没有打过我！,
Character/HouraisanKaguya_Text_Battle_ND_1,Text,,이것은 「시련」. 과거를 극복하라는「시련」으로 나는 받아들였다....,"This is a ‘trial,’ I see it as a trial to overcome the past...",これは「試練」、過去を乗り越えるための「試練」のはずです…。,这是一场「试炼」，我认为这就是一场为了战胜过去的「试炼」……,
Character/HouraisanKaguya_Text_Battle_Start_0,Text,,"흥, 전투력이 고작 5? 쓰레기네....","Hmph, trash with a combat power of 5...",戦闘力5のゴミね......。,哼，战斗力只有5的渣渣……,
Character/HouraisanKaguya_Text_Battle_Start_1,Text,,이제 아무것도 두렵지 않아.,There's nothing left to fear.,もう恐れるものは何もありません。,已经没有什么好害怕的了。,
Character/HouraisanKaguya_Text_Field_GetItem_0,Text,,제군! 나는 보물이 좋다!,Everyone! I like treasure chests!,皆さん！私は宝箱が大好きです！,诸君！我喜欢宝箱！,
Character/HouraisanKaguya_Text_Field_Idle_0,Text,,오늘 바람이 너무 소란스럽군,The wind today is so noisy.,今日の風はとても騒々しいですね。,今天的风儿好喧嚣啊。,
Character/HouraisanKaguya_Text_Field_Idle_1,Text,,마법의 소라고동에게 물어보는게 어때?,Why not ask the mysterious conch?,魔法の巻き貝について聞いてみませんか？,为什么不问问神奇海螺呢？,
Character/HouraisanKaguya_Text_MasterTarget,Text,,그런 짓은 하지 마! 기다리려면 적어도 10년은 걸린다고——,Don’t do that! At least wait ten years—,そんなことしないで！少なくとも10年は待ちます——,那种事情不要啊！至少要等十年之后——,
Character/HouraisanKaguya_Text_PharosLeader_0,Text,,아? 최면술? 그런건 나한테 별 도움이 안되는데.,Ah? Hypnosis? How could that possibly work on me.,え？ 催眠術？ そんなものが私に効くわけがないわ。,啊？催眠术？那种东西怎么可能对我有用。,
Character/HouraisanKaguya_Text_PharosLeader_1,Text,,...나 아직 야한짓은 안했지?,"...I wasn't just subjected to inappropriate things, right?",......私にエッチなことした？,……刚刚我没有被做色色的事情吧？,
Character/HouraisanKaguya_Text_PharosLeader_2,Text,,허접♥허접♥！,Loser♥ Loser♥,ざーこ♥ざーこ♥！,杂鱼♥杂鱼♥！,
Character/HouraisanKaguya_Text_Witch_0,Text,,이겨!,We will win!,勝ちますよ！ ,会赢的！,
Character/HouraisanKaguya_Text_Witch_1,Text,,생명의 샘의 비축량은 충분한가.....,Is the reserve of the Fountain of Life enough?,生命の泉の埋蔵量はまだ十分でしょうか……,生命之泉的储备量还够吗……,
Character/HouraisanKaguya_name,Text,,호라이산 카구야,Houraisan Kaguya,蓬莱山輝夜,蓬莱山辉夜,
Enemy/Boss_Mokou_EnemyStory,Text,,"...홍마관의 세 사람과 사츠키 린에게 작별인사를 한 후, 영원정 일행은 <b>[데이터 말소]</b>를 막기 위해 하얀 묘지에 도착했습니다.

앞으로 나아가기 위해 '다른 호라이잔 카구야'를 쓰러뜨린 뒤, 그녀들 앞에 나타난 것은 '후지와라노 모코우'였습니다.
환상향에서 몇명이나 길을 잃고 모여든 걸까요? 야쿠모 유카리는 무슨 계획을 세우고 있는 걸까요?
아무도 이 질문에 대한 답을 주지 않습니다.
우리가 알고 있는 유일한 것은 우리 앞에 있는 후지와라가 쉽게 지나보내 줄 생각이 없다는 것 뿐입니다.

이제 남은 건, 쳐부수는 일 뿐입니다.","…After bidding farewell to the three at the Scarlet Devil Mansion and Satsuki Rin, the group arrived at the White Graveyard. To stop <b>[data deleted]</b>, they must race against time.

After defeating ‘Another  Houraisan Kaguya,’ what appeared was Fujiwara no Mokou. How many people in Gensokyo have been caught up in this? What is Yukari Yakumo plotting? These answers are still unknown, but one thing is clear: Fujiwara no Mokou seems unwilling to let us pass easily. 

At this point, the only option left is to defeat her."," ...紅魔館の三人と冴月凛に別れを告げた後、 永遠亭一行は<b>[データ削除]</b>を止めるために白い墓地に到着した。

“もう一人の蓬莱山輝夜”を倒した彼女の前に現れたのは、藤原妹紅だった。幻想郷の何人が巻き込まれたのか？八雲紫はいったい何を企んでいるのか？その答えはまだわからないが、ただひとつわかっているのは、藤原妹紅は私たちを通す気はなさそうだということだ。
この時点で、残された道は倒すしかない。","……告别了红魔馆三人和冴月麟后，永远亭一行人来到了白色墓地，为了阻止<b>[数据删除]</b>，必须争分夺秒地前进。

打倒「另一个蓬莱山辉夜」之后，出现在面前的却是藤原妹红。幻想乡究竟有多少人被卷入其中了？八云紫究竟在谋划些什么？这些问题的答案目前还不得而知，唯一知道的是，面前的藤原妹红似乎并不打算轻易放我们过去。

事到如今，只剩下击败一途。",
Enemy/Boss_Mokou_SubName,Text,,봉래의 인형,Figure of the Person of Hourai,蓬莱の人形,蓬莱的人之形,
Enemy/Boss_Mokou_name,Text,,후지와라노 모코우,Fujiwara no Mokou,藤原妹紅,藤原妹红,
Item_Consume/Item_FMokou_Revive_Description,Text,,모든 아군을 부활시키고 최대 체력의 절반을 회복시킵니다.,Revive all allies. Restore all allies' health to half of their maximum health.,味方全員を復活させる。 味方全員の体力を最大体力の半分まで回復する。,复活所有队友。使所有队友体力恢复最大生命值的一半。,
Item_Consume/Item_FMokou_Revive_name,Text,,피닉스 판타지,Phoenix Fantasy,不死鳥の狂想,不死鸟狂想,
Item_Consume/Item_Skill_FMokou_Reward_Description,Text,,[「임페리셔블 슈팅」]스킬을 배울 수 있습니다<b></b>.,Learn the skill [Imperishable Shooting].,スキル「インペリシャブルシューティング」を習得できる<b></b>。,可以学习技能[「不朽的弹幕」]<b></b>。,
Item_Consume/Item_Skill_FMokou_Reward_name,Text,,스킬북 : 「임페리셔블 슈팅」,Skill Book: Imperishable Shooting,スキル書：不滅の弾幕,技能书：不朽的弹幕,
Item_Consume/SkillBookLucy_Description,Text,,[「임페리셔블 슈팅」]을 배울 수 있습니다<b></b>.,Learn the skill [Imperishable Shooting].,「不滅の弾幕」を習得できる<b></b>。,可以学习[「不朽的弹幕」]<b></b>。,
Item_Consume/SkillBookLucy_name,Text,,스킬북 : 「임페리셔블 슈팅」,Skill Book: Imperishable Shooting,スキル書：不滅の弾幕,技能书：不朽的弹幕,
Item_Equip/Equip_FMokou_Spell_Description,Text,,스킬로 피해를 입힐 시 <color=purple>화상</color>을 부여합니다.,"When using a skill to deal damage, apply <color=purple>Burning</color> to the enemy.",スキルを使用してダメージを与えるとき、対象に<color=purple>灼熱</color>を与える。,使用技能造成伤害时，对敌人施加<color=purple>烧伤。,
Item_Equip/Equip_FMokou_Spell_name,Text,,무차별 발화의 부적,Indiscriminately Ignited Cards,無差別放火の符,无差别放火之符,
SimpleCampDialogue/CampDial_HouraisanKaguya_Cirno_Dialogues_0,Text,,,[A]琪露诺，给我来十箱棒冰！,[A]琪露诺，给我来十箱棒冰！,[A]琪露诺，给我来十箱棒冰！,
SimpleCampDialogue/CampDial_HouraisanKaguya_Cirno_Dialogues_1,Text,,,[B]咱可不是什么移动冰箱啊……,[B]咱可不是什么移动冰箱啊……,[B]咱可不是什么移动冰箱啊……,
SimpleCampDialogue/CampDial_HouraisanKaguya_Daiyousei_Dialogues_0,Text,,,[A]诶、那个，你叫什么名字来着？,[A]诶、那个，你叫什么名字来着？,[A]诶、那个，你叫什么名字来着？,
SimpleCampDialogue/CampDial_HouraisanKaguya_Daiyousei_Dialogues_1,Text,,,[B]我没有名字，大家都叫我大妖精。,[B]我没有名字，大家都叫我大妖精。,[B]我没有名字，大家都叫我大妖精。,
SimpleCampDialogue/CampDial_HouraisanKaguya_Daiyousei_Dialogues_2,Text,,,[A]嗯……跟我家的因幡们很像呢。,[A]嗯……跟我家的因幡们很像呢。,[A]嗯……跟我家的因幡们很像呢。,
SimpleCampDialogue/CampDial_HouraisanKaguya_Eirin_Dialogues_0,Text,,"[A]에이린. 월인을 가장 싫어하는건 분명 너인데, 왜 레이무를 속여서 순호에게 가게 한거야?",[A]永琳，明明你是最讨厌月都的人，却把灵梦骗到纯狐那里去了吧？,[A]永琳，明明你是最讨厌月都的人，却把灵梦骗到纯狐那里去了吧？,[A]永琳，明明你是最讨厌月都的人，却把灵梦骗到纯狐那里去了吧？,
SimpleCampDialogue/CampDial_HouraisanKaguya_Eirin_Dialogues_1,Text,,"[B]... 죄송합니다, 공주님. 아무래도 거기는...",[B]……对不起，公主大人。不管怎么说，那里都是……,[B]……对不起，公主大人。不管怎么说，那里都是……,[B]……对不起，公主大人。不管怎么说，那里都是……,
SimpleCampDialogue/CampDial_HouraisanKaguya_Eirin_Dialogues_2,Text,,"[A]글쎄, 그건 별로 중요하지 않아. 레이무가 그 문제를 해결만 하면 다 괜찮다구.",[A]嘛，对我来说都无所谓。只要灵梦解决了那桩事怎么都好啦。,[A]嘛，对我来说都无所谓。只要灵梦解决了那桩事怎么都好啦。,[A]嘛，对我来说都无所谓。只要灵梦解决了那桩事怎么都好啦。,
SimpleCampDialogue/CampDial_HouraisanKaguya_FlandreScarlet_Dialogues_0,Text,,"[A]플랑, 우리 집에 와서 비디오 게임이나 할래?",[A]芙兰，要不要来我家打电动？,[A]芙兰，要不要来我家打电动？,[A]芙兰，要不要来我家打电动？,
SimpleCampDialogue/CampDial_HouraisanKaguya_FlandreScarlet_Dialogues_1,Text,,[B]으……응？！,[B]嗯……嗯？！,[B]嗯……嗯？！,[B]嗯……嗯？！,
